batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train_DE_loss,train_direction_loss,train_loss,val_loss
,,,,,,0,49,610781.0,0.14370115101337433,610781.125,
0.6410345435142517,57.33158493041992,2.922157049179077,9.803194999694824,0.2980821132659912,1.5599782466888428,0,99,692589.3125,0.09552299976348877,692589.4375,
0.5863016843795776,26.529495239257812,0.9124908447265625,2.8154752254486084,0.3240983486175537,1.705606460571289,0,149,590420.75,0.08992710709571838,590420.8125,
,,,,,,1,199,503969.0,0.07699006795883179,503969.0625,
0.4863465130329132,47.05570602416992,1.036353349685669,5.7476043701171875,0.18031048774719238,2.0561470985412598,1,249,590787.8125,0.12820248305797577,590787.9375,
0.5164692401885986,35.422080993652344,0.9467439651489258,3.678110361099243,0.2573995590209961,1.9362237453460693,1,299,542292.125,0.09987793117761612,542292.25,
0.29871833324432373,31.18848419189453,0.6003260612487793,2.8466885089874268,0.21088576316833496,3.347635269165039,1,349,564738.1875,0.08704446256160736,564738.25,
,,,,,,2,399,526594.125,0.10925740748643875,526594.25,
0.557453453540802,54.860958099365234,1.2298839092254639,5.781789779663086,0.21271681785583496,1.7938717603683472,2,449,518034.4375,0.08906299620866776,518034.53125,
0.6657569408416748,33.067283630371094,1.2994835376739502,4.113239288330078,0.31592702865600586,1.5020495653152466,2,499,498703.375,0.11978241801261902,498703.5,
,,,,,,3,549,647599.875,0.10805495083332062,647600.0,
0.5737017393112183,104.82970428466797,5.373502731323242,27.176639556884766,0.1977250576019287,1.7430660724639893,3,599,494297.5625,0.0936717838048935,494297.65625,
0.6266798377037048,25.519573211669922,1.0215365886688232,3.756188154220581,0.271960973739624,1.5957111120224,3,649,498494.15625,0.08179643750190735,498494.25,
0.37486228346824646,42.593711853027344,0.9960079193115234,4.507028102874756,0.22098994255065918,2.6676461696624756,3,699,344664.1875,0.08688144385814667,344664.28125,
,,,,,,4,749,446414.6875,0.11628751456737518,446414.8125,
0.5212039947509766,45.4600944519043,1.1551902294158936,5.418271541595459,0.21320271492004395,1.9186345338821411,4,799,443422.8125,0.08557792752981186,443422.90625,
0.5368101596832275,27.954641342163086,1.024353265762329,2.9661366939544678,0.3453493118286133,1.8628559112548828,4,849,402549.3125,0.08570596575737,402549.40625,
0.44850289821624756,30.456144332885742,0.7753210067749023,3.1147878170013428,0.2489161491394043,2.229640007019043,4,899,477062.90625,0.10912228375673294,477063.0,
,,,,,,5,949,425045.15625,0.09316226840019226,425045.25,
0.5355479717254639,45.66264343261719,1.2876648902893066,5.870523452758789,0.2193441390991211,1.8672462701797485,5,999,483999.96875,0.07929617911577225,484000.0625,
0.7782611846923828,36.43094253540039,2.2998898029327393,5.119719505310059,0.4492218494415283,1.2849156856536865,5,1049,451969.21875,0.08206500858068466,451969.3125,
,,,,,,6,1099,381759.4375,0.07100536674261093,381759.5,
0.5806146860122681,39.49714279174805,1.2342472076416016,4.437726974487305,0.2781260013580322,1.722312569618225,6,1149,432785.125,0.11155595630407333,432785.25,
0.6718111634254456,27.25810432434082,1.1663284301757812,3.168703317642212,0.36807751655578613,1.488513469696045,6,1199,407031.71875,0.09263242036104202,407031.8125,
0.5464448928833008,30.639495849609375,0.8776655197143555,2.9423956871032715,0.2982826232910156,1.8300107717514038,6,1249,446859.75,0.07957791537046432,446859.84375,
,,,,,,7,1299,412572.59375,0.09892743080854416,412572.6875,
0.5404790639877319,36.80851364135742,1.0497856140136719,3.8781092166900635,0.27069520950317383,1.850210428237915,7,1349,393788.375,0.07919660955667496,393788.46875,
0.6680083870887756,31.093116760253906,1.3139915466308594,4.423678874969482,0.29703593254089355,1.496987223625183,7,1399,435848.90625,0.11234737187623978,435849.03125,
,,,,,,8,1449,613417.875,0.1044444814324379,613418.0,
0.5316402912139893,37.8834114074707,1.2359874248504639,4.40596866607666,0.28052568435668945,1.8809709548950195,8,1499,482133.375,0.09173723310232162,482133.46875,
0.6624854207038879,25.873397827148438,1.0264768600463867,2.914238452911377,0.35222816467285156,1.5094671249389648,8,1549,482963.0,0.08062828332185745,482963.09375,
0.39218246936798096,43.23797607421875,0.8377025127410889,4.5407867431640625,0.18448400497436523,2.5498335361480713,8,1599,332624.1875,0.0827343761920929,332624.28125,
,,,,,,9,1649,421632.5,0.11070307344198227,421632.625,
0.5314403772354126,35.22615051269531,0.9270179271697998,3.9828758239746094,0.23275089263916016,1.8816787004470825,9,1699,401650.375,0.07999220490455627,401650.46875,
0.6276424527168274,26.18498420715332,0.9852001667022705,2.7176778316497803,0.3625154495239258,1.593263864517212,9,1749,379187.03125,0.07932528853416443,379187.125,
0.692907452583313,40.934547424316406,2.2554924488067627,6.128015041351318,0.36806249618530273,1.4431942701339722,9,1799,441878.5625,0.10477183759212494,441878.65625,
,,,,,,10,1849,423903.4375,0.09091567248106003,423903.53125,
0.5479256510734558,34.032859802246094,1.0380098819732666,4.1341986656188965,0.25107884407043457,1.8250651359558105,10,1899,445829.25,0.07760924845933914,445829.3125,
0.5941351652145386,29.308320999145508,0.9907503128051758,3.4094882011413574,0.2905862331390381,1.6831187009811401,10,1949,426933.75,0.07901931554079056,426933.84375,
,,,,,,11,1999,361788.625,0.06924786418676376,361788.6875,
,,,,,,11,1999,,,,175972.828125
0.4551691710948944,52.339969635009766,1.3148446083068848,6.572215557098389,0.20006108283996582,2.1969854831695557,11,2049,403849.40625,0.1097058430314064,403849.53125,
