batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,l_mean,l_sd,step,train_loss,train_vae_loss,val_loss
,,,,,,0,0.09327749162912369,0.0993797779083252,49,0.2169310748577118,0.024273816496133804,
0.23923105001449585,52.048187255859375,1.0461933612823486,7.811092376708984,0.13393688201904297,4.180059432983398,0,0.08707819879055023,0.08911489695310593,99,0.19310511648654938,0.016912022605538368,
0.23155143857002258,20.110319137573242,0.36486387252807617,2.830223560333252,0.12891697883605957,4.318695068359375,0,0.08552588522434235,0.08680368214845657,149,0.18650314211845398,0.014173565432429314,
,,,,,,1,0.07874318957328796,0.08395911008119583,199,0.17387783527374268,0.011175546795129776,
0.2290361076593399,53.396514892578125,1.0161340236663818,12.256317138671875,0.08290696144104004,4.366124153137207,1,0.07424171268939972,0.08278857171535492,249,0.16667990386486053,0.009649617597460747,
0.1846582293510437,29.14530372619629,0.3143630027770996,3.110307455062866,0.10107135772705078,5.415410041809082,1,0.07359743118286133,0.08228306472301483,299,0.1643412560224533,0.008460773155093193,
,,,,,,2,0.07260410487651825,0.08296385407447815,349,0.16399894654750824,0.008431002497673035,
0.21631461381912231,32.080230712890625,0.3506293296813965,3.9148950576782227,0.08956289291381836,4.622896194458008,2,0.07670316100120544,0.08007639646530151,399,0.16608025133609772,0.009300692938268185,
0.19024895131587982,23.054180145263672,0.2698814868927002,2.341165065765381,0.11527657508850098,5.256270885467529,2,0.07377651333808899,0.08448261767625809,449,0.16657812893390656,0.008319011889398098,
,,,,,,3,0.06917157769203186,0.08292274177074432,499,0.1602448672056198,0.008150526322424412,
0.17985749244689941,31.04511833190918,0.3218197822570801,3.173126697540283,0.10142040252685547,5.559957504272461,3,0.06863240897655487,0.08231852203607559,549,0.15919674932956696,0.008245814591646194,
0.17645134031772614,59.382179260253906,0.846796989440918,8.594925880432129,0.09852290153503418,5.6672844886779785,3,0.07548558712005615,0.0806090384721756,599,0.16335614025592804,0.007261519320309162,
,,,,,,4,0.07242901623249054,0.0827425867319107,649,0.16338756680488586,0.008215958252549171,
0.19373047351837158,31.9132137298584,0.43901753425598145,4.680354118347168,0.09380006790161133,5.161810874938965,4,0.06684218347072601,0.08267265558242798,699,0.15656371414661407,0.007048883009701967,
0.2142864167690277,21.029739379882812,0.33730053901672363,2.3550286293029785,0.14322566986083984,4.666651248931885,4,0.06619929522275925,0.08036909997463226,749,0.15347841382026672,0.006909988820552826,
0.12971806526184082,27.510671615600586,0.27488112449645996,2.814329147338867,0.0976719856262207,7.70902681350708,4,0.07694798707962036,0.08090823143720627,799,0.16548095643520355,0.007624736987054348,
,,,,,,5,0.07051578164100647,0.08036176860332489,849,0.1580626368522644,0.007185100577771664,
0.18566928803920746,27.7940673828125,0.33458757400512695,3.703906536102295,0.09033370018005371,5.385920524597168,5,0.07292503118515015,0.07981830090284348,899,0.15975478291511536,0.0070114461705088615,
0.2332739681005478,22.277212142944336,0.319765567779541,2.2975878715515137,0.1391744613647461,4.286805152893066,5,0.0723179504275322,0.07885150611400604,949,0.1574779748916626,0.006308515556156635,
,,,,,,6,0.07076269388198853,0.07933039963245392,999,0.157406285405159,0.00731317512691021,
0.2074030488729477,70.74229431152344,1.2725985050201416,16.339824676513672,0.07788324356079102,4.821529865264893,6,0.06413626670837402,0.07847511768341064,1049,0.1492307186126709,0.006619341671466827,
0.23776759207248688,20.782920837402344,0.37314414978027344,2.9874894618988037,0.12490224838256836,4.205787658691406,6,0.07474317401647568,0.08076988160610199,1099,0.16272863745689392,0.007215595804154873,
,,,,,,7,0.0700707957148552,0.08066216111183167,1149,0.15801389515399933,0.007280946243554354,
0.20159639418125153,27.95382308959961,0.3508131504058838,3.5021231174468994,0.10017156600952148,4.960406303405762,7,0.06908440589904785,0.07777558267116547,1199,0.15354789793491364,0.006687911227345467,
0.2257690727710724,17.245891571044922,0.3297383785247803,2.473371982574463,0.1333153247833252,4.429304599761963,7,0.0642680823802948,0.08290404081344604,1249,0.15427027642726898,0.007098149508237839,
,,,,,,8,0.06152665615081787,0.08046476542949677,1299,0.1484849601984024,0.006493551656603813,
0.20214404165744781,25.198843002319336,0.32010746002197266,4.155906677246094,0.07702469825744629,4.946967601776123,8,0.07182498276233673,0.08353769034147263,1349,0.16144579648971558,0.006083126645535231,
0.22617857158184052,62.02109146118164,1.140512466430664,10.900757789611816,0.10462689399719238,4.421285152435303,8,0.07118123769760132,0.08171124756336212,1399,0.1591312140226364,0.006238728761672974,
0.11658688634634018,18.762027740478516,0.2080550193786621,2.123603343963623,0.09797263145446777,8.57729434967041,8,0.06474629789590836,0.07728371024131775,1449,0.14871472120285034,0.006684721447527409,
,,,,,,9,0.0765942856669426,0.08138442784547806,1499,0.16509515047073364,0.007116437423974276,
0.188166543841362,26.3676815032959,0.3170192241668701,4.207712650299072,0.07534241676330566,5.314441204071045,9,0.07914967089891434,0.08118362724781036,1549,0.16714172065258026,0.006808409001678228,
0.21901516616344452,20.205127716064453,0.33202195167541504,2.276425361633301,0.14585232734680176,4.565893650054932,9,0.06975699961185455,0.08190245926380157,1599,0.15786020457744598,0.006200745701789856,
,,,,,,10,0.07407376170158386,0.0817582905292511,1649,0.1624491959810257,0.0066171372309327126,
