batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,cell_sets_per_sec,cumulative_flops,cumulative_flops_val_sync,decoder_loss,epoch,flops_per_batch,mfu (%),step,train/gradient_norm,train_loss,val/decoder_loss,val_loss
,,,,,,369.87353515625,48987537145856.0,,1.8757548332214355,0,979750748160.0,9.437080383300781,49,4.816263198852539,0.9289669990539551,,
0.1222638189792633,213.6151885986328,1.9640114307403564,36.64162826538086,0.05360054969787598,8.179034233093262,325.36859130859375,97975074291712.0,,1.3222289085388184,0,979750748160.0,8.301565170288086,99,2.9529669284820557,0.5583667159080505,,
0.07966731488704681,29.117889404296875,0.12413215637207031,3.108272075653076,0.039936065673828125,12.552199363708496,346.4281005859375,146962607243264.0,,1.8465321063995361,0,979750748160.0,8.838885307312012,149,5.504632472991943,0.4214634895324707,,
,,,,,,360.698974609375,195950148583424.0,,1.2531650066375732,1,,9.202997207641602,199,8.31554889678955,0.3350040912628174,,
0.06973540782928467,39.77084732055664,0.12059807777404785,3.8189306259155273,0.031579017639160156,14.339917182922363,305.5685729980469,244937689923584.0,,1.5911595821380615,1,,7.79638147354126,249,7.769718647003174,0.20819716155529022,,
0.07709425687789917,37.026485443115234,0.13562345504760742,4.320994853973389,0.0313870906829834,12.971135139465332,518.1614379882812,293925214486528.0,,1.3479195833206177,1,,13.220548629760742,299,3.5826733112335205,0.22797131538391113,,
,,,,,,196.30404663085938,342912772603904.0,,1.2326469421386719,2,,3.1426312923431396,349,4.479404926300049,0.19267646968364716,,
0.08534901589155197,46.42296600341797,0.19693779945373535,6.743546485900879,0.02920389175415039,11.716596603393555,320.4493103027344,391900297166848.0,,1.6297447681427002,2,,8.176054000854492,399,10.755203247070312,0.3191928267478943,,
0.09572384506464005,22.465633392333984,0.13792657852172852,2.749122142791748,0.0501711368560791,10.446718215942383,278.8421325683594,440887821729792.0,,1.164202094078064,2,,7.114473342895508,449,3.3465452194213867,0.22320452332496643,,
0.08561006188392639,33.872249603271484,0.15892386436462402,4.62020206451416,0.03439760208129883,11.680870056152344,643.0950317382812,489875379847168.0,,1.1801753044128418,2,,16.40814781188965,499,4.565237998962402,0.1917816698551178,,
,,,,,,210.71221923828125,538862904410112.0,,1.2052323818206787,3,,5.37618350982666,549,7.912785530090332,0.16622713208198547,,
0.07995617389678955,105.27661895751953,0.7289242744445801,24.17549705505371,0.0301513671875,12.506851196289062,281.9674072265625,587850428973056.0,,1.4945828914642334,3,,7.194212913513184,599,4.141660213470459,0.12848854064941406,,
0.07900804281234741,27.045616149902344,0.12870192527770996,2.807208776473999,0.04584693908691406,12.656938552856445,361.3497009277344,636837953536000.0,,1.2040736675262451,3,,9.219599723815918,649,7.850343227386475,0.09950405359268188,,
,,,,,,306.71112060546875,685825545207808.0,,1.2235419750213623,4,,7.825532913208008,699,9.698638916015625,0.08675335347652435,,
0.0688873752951622,39.2091178894043,0.12335419654846191,4.195092678070068,0.029404401779174805,14.516448020935059,452.95263671875,734813069770752.0,,1.1666131019592285,4,,11.55678939819336,749,3.939709424972534,0.11527389287948608,,
0.08876379579305649,25.761972427368164,0.13498663902282715,2.600341796875,0.051911115646362305,11.265854835510254,352.5232849121094,783800594333696.0,,1.1183242797851562,4,,8.994400024414062,799,2.9223124980926514,0.09458604454994202,,
,,,,,,,832788118896640.0,,1.3507869243621826,5,,,849,8.772187232971191,0.1043967753648758,,
0.07270418107509613,36.86750411987305,0.12468147277832031,4.255274772644043,0.029300451278686523,13.75436782836914,300.566162109375,881775643459584.0,,1.3233909606933594,5,,7.668747901916504,899,2.5257389545440674,0.07535804808139801,,
0.08622302860021591,31.356924057006836,0.16682052612304688,3.672964096069336,0.045418500900268555,11.597829818725586,283.3554382324219,930763235131392.0,,0.8142907023429871,5,,7.229628086090088,949,1.6712027788162231,0.062157824635505676,,
0.10498786717653275,75.58905792236328,0.6336781978607178,16.254304885864258,0.038985252380371094,9.524909973144531,300.9453125,979750759694336.0,,0.8406120538711548,5,,7.678421974182129,999,1.957074522972107,0.07700146734714508,,
,,,,,,307.961669921875,1028738284257280.0,,0.9341341257095337,6,,7.857439041137695,1049,5.806177139282227,0.06981693208217621,,
0.07423475384712219,43.660552978515625,0.1672358512878418,5.553876876831055,0.03011155128479004,13.470779418945312,335.3710632324219,1077725808820224.0,,0.9829099178314209,6,,8.556772232055664,1099,1.9471369981765747,0.086215078830719,,
0.0738230049610138,34.8641242980957,0.13336181640625,3.303703784942627,0.04036736488342285,13.545912742614746,382.701904296875,1126713400492032.0,,0.8337881565093994,6,,9.764387130737305,1149,3.26741623878479,0.06126822158694267,,
,,,,,,417.36114501953125,1175700857946112.0,,1.0795153379440308,7,,10.64869499206543,1199,3.0873024463653564,0.0636279508471489,,
0.06068393215537071,38.59747314453125,0.1186225414276123,4.551674842834473,0.026061296463012695,16.47882652282715,352.5592346191406,1224688449617920.0,,1.1531301736831665,7,,8.995316505432129,1249,5.124950885772705,0.12029966711997986,,
0.06779492646455765,31.761878967285156,0.1088407039642334,3.968832492828369,0.027423858642578125,14.7503662109375,461.9724426269531,1273675907072000.0,,0.8790976405143738,7,,11.786922454833984,1299,2.0565669536590576,0.05534077435731888,,
,,,,,,,1322663498743808.0,,0.9363085031509399,8,,,1349,1.2894728183746338,0.05668697878718376,,
0.06631642580032349,37.27965545654297,0.11836361885070801,5.044895172119141,0.02346205711364746,15.07922077178955,486.1524658203125,1371651090415616.0,,1.0311360359191895,8,,12.403861045837402,1399,2.279731512069702,0.06557352840900421,,
