batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train_main_loss,val_main_loss
,,,,,,0,49,12.981136322021484,
0.7273809909820557,108.27079772949219,6.038051605224609,28.95952796936035,0.20849967002868652,1.3747953176498413,0,99,5.535608291625977,
0.4270455837249756,99.47415924072266,2.8440051078796387,21.21398162841797,0.1340627670288086,2.341670274734497,0,149,4.182650566101074,
,,,,,,1,199,2.9047467708587646,
0.3794104754924774,64.48836517333984,1.2938945293426514,10.35486888885498,0.1249551773071289,2.6356678009033203,1,249,2.6270089149475098,
0.4582521319389343,45.243717193603516,1.169250249862671,5.9259490966796875,0.197310209274292,2.1822049617767334,1,299,2.086707592010498,
0.2310110479593277,27.387327194213867,0.4753611087799072,2.5325703620910645,0.1876990795135498,4.328797340393066,1,349,2.5202088356018066,
,,,,,,2,399,1.5122647285461426,
0.3020453453063965,58.71182632446289,1.0783793926239014,6.336091995239258,0.1701962947845459,3.3107612133026123,2,449,1.414908766746521,
0.238991379737854,23.009201049804688,0.4167501926422119,2.232409954071045,0.18668174743652344,4.184251308441162,2,499,1.3969067335128784,
0.20586849749088287,29.248544692993164,0.42819666862487793,3.6787257194519043,0.11639809608459473,4.85746955871582,2,549,1.4246586561203003,
,,,,,,3,599,1.2127150297164917,
0.308421790599823,53.17279052734375,0.8387501239776611,6.523221015930176,0.12857913970947266,3.2423129081726074,3,649,0.9245182275772095,
0.3447493016719818,43.400718688964844,0.7383887767791748,3.745663642883301,0.19713163375854492,2.90065860748291,3,699,1.0230615139007568,
0.24461671710014343,36.77219772338867,0.6507816314697266,5.212835311889648,0.12484216690063477,4.0880279541015625,3,749,1.214259147644043,
,,,,,,4,799,1.1043190956115723,
0.41147658228874207,87.998046875,2.772332191467285,21.996156692504883,0.1260371208190918,2.430271863937378,4,849,0.866043210029602,
0.3392094075679779,36.944252014160156,0.5757825374603271,3.4305782318115234,0.16783833503723145,2.948031425476074,4,899,1.4032049179077148,
,,,,,,5,949,1.3000428676605225,
0.22694668173789978,49.115848541259766,0.8297348022460938,6.897005558013916,0.12030363082885742,4.406321048736572,5,999,1.1694399118423462,
0.3102978765964508,59.605098724365234,0.8759350776672363,6.967439651489258,0.125718355178833,3.2227096557617188,5,1049,1.0828485488891602,
0.28692877292633057,42.6612548828125,0.5631606578826904,4.3639750480651855,0.12904763221740723,3.485185384750366,5,1099,0.8617466688156128,
,,,,,,6,1149,1.409616470336914,
0.431000292301178,62.266422271728516,1.4969942569732666,9.567113876342773,0.15647292137145996,2.3201839923858643,6,1199,0.9774254560470581,
0.316114217042923,44.582359313964844,0.7648241519927979,3.8950929641723633,0.19635581970214844,3.1634135246276855,6,1249,1.497378945350647,
0.25314605236053467,39.71444320678711,0.5632479190826416,4.828248500823975,0.11665678024291992,3.950288772583008,6,1299,0.8378570079803467,
,,,,,,7,1349,1.1212455034255981,
0.3648730516433716,49.56037902832031,1.0353083610534668,5.4537529945373535,0.1898341178894043,2.7406792640686035,7,1399,1.1260805130004883,
0.37008243799209595,47.648502349853516,0.9745938777923584,4.994505405426025,0.19513320922851562,2.7021007537841797,7,1449,0.9971548318862915,
0.20289793610572815,23.240781784057617,0.34824705123901367,3.053685188293457,0.11404156684875488,4.928586483001709,7,1499,0.9225284457206726,
,,,,,,8,1549,1.2363851070404053,
0.5002400279045105,89.0315170288086,3.8273305892944336,25.009679794311523,0.15303397178649902,1.9990404844284058,8,1599,0.8797588348388672,
0.5875088572502136,34.28221130371094,1.1693124771118164,4.323849678039551,0.2704331874847412,1.7021019458770752,8,1649,0.8547656536102295,
0.4803420603275299,41.62881851196289,0.9763150215148926,4.85040807723999,0.20128512382507324,2.0818498134613037,8,1699,0.9047147035598755,
,,,,,,9,1749,1.395214319229126,
0.3871628940105438,39.09980773925781,0.9167320728302002,7.154491901397705,0.12813377380371094,2.5828921794891357,9,1799,0.7248109579086304,
0.34294965863227844,38.054725646972656,0.6050817966461182,4.962519645690918,0.12193036079406738,2.915879726409912,9,1849,0.8600543737411499,
,,,,,,10,1899,0.8814136385917664,
0.3722284734249115,43.960899353027344,1.0870606899261475,5.873416900634766,0.18508148193359375,2.6865220069885254,10,1949,0.8371384143829346,
0.22384649515151978,28.06304168701172,0.49271225929260254,3.4600226879119873,0.14240145683288574,4.467347145080566,10,1999,0.8305104970932007,
,,,,,,10,1999,,0.7259235382080078
