batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train_DE_loss,train_cons_loss,train_direction_loss,train_loss,val_loss
0.18997173011302948,25.59800148010254,0.31690120697021484,2.7235119342803955,0.11635756492614746,5.263940811157227,11,2149,467684.0625,0.003989213611930609,0.08363275229930878,467684.15625,
,,,,,,12,2199,298237.96875,0.003284475300461054,0.07504614442586899,298238.03125,
0.1696566641330719,32.82347106933594,0.3096177577972412,3.26129412651062,0.09493708610534668,5.894257068634033,12,2249,385389.1875,0.0032953352201730013,0.0804363265633583,385389.28125,
0.15364810824394226,26.678524017333984,0.230635404586792,2.658306360244751,0.08676028251647949,6.508378028869629,12,2299,435138.875,0.004316362552344799,0.07858705520629883,435138.96875,
0.20758047699928284,20.991832733154297,0.3759152889251709,3.530949115753174,0.10646295547485352,4.817409038543701,12,2349,439375.9375,0.004533594939857721,0.0902932807803154,439376.03125,
,,,,,,13,2399,491228.8125,0.0043227761052548885,0.10052609443664551,491228.90625,
0.19349640607833862,60.25545883178711,1.065420389175415,12.312529563903809,0.08653140068054199,5.168054580688477,13,2449,435345.5625,0.004155456554144621,0.07874752581119537,435345.65625,
0.1844983547925949,19.014293670654297,0.3003075122833252,2.239068031311035,0.13412165641784668,5.420102596282959,13,2499,494101.6875,0.004002858884632587,0.08713299036026001,494101.78125,
,,,,,,14,2549,425660.84375,0.004143588710576296,0.11029434204101562,425660.96875,
0.16749519109725952,34.508827209472656,0.32606005668640137,4.67031717300415,0.06981539726257324,5.970320701599121,14,2599,494989.15625,0.004151253029704094,0.09320037066936493,494989.25,
0.16607089340686798,23.110570907592773,0.25385522842407227,2.92970609664917,0.08664870262145996,6.021524429321289,14,2649,396839.6875,0.0036175602581351995,0.09295305609703064,396839.78125,
0.19545520842075348,25.104568481445312,0.33603382110595703,3.671781539916992,0.09151792526245117,5.1162614822387695,14,2699,455350.125,0.004215714521706104,0.06348501145839691,455350.1875,
,,,,,,15,2749,287787.40625,0.003069502767175436,0.0889744907617569,287787.5,
0.19902034103870392,52.547462463378906,0.9822490215301514,9.373459815979004,0.10479044914245605,5.024611949920654,15,2799,562971.5,0.004731228109449148,0.08856069296598434,562971.5625,
0.1817449927330017,20.139448165893555,0.26174211502075195,2.305785655975342,0.11351537704467773,5.5022149085998535,15,2849,385080.0,0.003511731280013919,0.06863942742347717,385080.0625,
0.21261554956436157,26.8076114654541,0.3599379062652588,3.1517515182495117,0.11420249938964844,4.703324794769287,15,2899,419689.8125,0.0042459978722035885,0.09787153452634811,419689.90625,
,,,,,,16,2949,470405.9375,0.004459951538592577,0.09077263623476028,470406.03125,
0.1815410554409027,36.824684143066406,0.33763790130615234,3.8862998485565186,0.08687901496887207,5.508395671844482,16,2999,355923.5625,0.0038775515276938677,0.06327998638153076,355923.625,
0.1837415099143982,22.504636764526367,0.2933363914489746,2.5851540565490723,0.11346960067749023,5.4424285888671875,16,3049,468627.0,0.004315987695008516,0.07173182815313339,468627.0625,
,,,,,,17,3099,430831.65625,0.004364934749901295,0.07655339688062668,430831.71875,
0.1781485229730606,56.90503692626953,0.8600521087646484,10.732494354248047,0.08013534545898438,5.613293647766113,17,3149,375501.9375,0.003627701196819544,0.07069352269172668,375502.0,
0.20457302033901215,22.423463821411133,0.309340238571167,2.4119985103607178,0.1282505989074707,4.888229846954346,17,3199,494487.90625,0.005125733092427254,0.0746188834309578,494487.96875,
0.1969948709011078,25.689960479736328,0.33608126640319824,2.9860739707946777,0.1125495433807373,5.076274394989014,17,3249,305781.53125,0.003414702834561467,0.08029497414827347,305781.625,
,,,,,,18,3299,386754.375,0.0036446459125727415,0.08725755661725998,386754.46875,
0.1710565686225891,33.3874626159668,0.36862659454345703,3.80019474029541,0.09700202941894531,5.846019268035889,18,3349,383401.125,0.003609225619584322,0.0692613273859024,383401.1875,
0.17417560517787933,25.405441284179688,0.29174041748046875,3.0863492488861084,0.09452605247497559,5.741332054138184,18,3399,377350.21875,0.003913854714483023,0.08912581950426102,377350.3125,
0.17705537378787994,26.802762985229492,0.30590200424194336,3.122814893722534,0.09795713424682617,5.647950649261475,18,3449,319521.78125,0.0033171174582093954,0.07872903347015381,319521.875,
,,,,,,19,3499,515449.3125,0.004190410487353802,0.08488519489765167,515449.40625,
0.17717917263507843,39.24799728393555,0.33890819549560547,4.318073749542236,0.07848596572875977,5.644003868103027,19,3549,461661.9375,0.0037432245444506407,0.09434384852647781,461662.03125,
0.18576493859291077,55.761470794677734,0.8611569404602051,7.685024738311768,0.11205649375915527,5.383147239685059,19,3599,371872.1875,0.003803541883826256,0.07423335313796997,371872.25,
,,,,,,20,3649,433737.375,0.0035596247762441635,0.09169124066829681,433737.46875,
0.1650618016719818,35.2459716796875,0.2957737445831299,3.6323535442352295,0.08142757415771484,6.0583367347717285,20,3699,342153.5625,0.0038108546286821365,0.08492103964090347,342153.65625,
0.18912428617477417,22.70147705078125,0.291243314743042,3.1512739658355713,0.09242081642150879,5.287528038024902,20,3749,440459.375,0.0037751588970422745,0.08171963691711426,440459.46875,
0.21464355289936066,28.44784164428711,0.44861507415771484,3.443417549133301,0.13028192520141602,4.658886909484863,20,3799,350024.3125,0.003610700136050582,0.08856688439846039,350024.40625,
,,,,,,21,3849,371110.3125,0.0038108855951577425,0.07682012021541595,371110.375,
0.1719941645860672,39.19673156738281,0.3480093479156494,4.045612335205078,0.08602142333984375,5.814150810241699,21,3899,356080.0,0.0035877779591828585,0.08218738436698914,356080.09375,
0.19986094534397125,23.144254684448242,0.3272712230682373,2.57661771774292,0.1270158290863037,5.003478527069092,21,3949,322535.3125,0.0034817561972886324,0.09554728865623474,322535.40625,
0.19408699870109558,28.4033145904541,0.3331921100616455,3.622413396835327,0.0919806957244873,5.1523284912109375,21,3999,464047.1875,0.004062587860971689,0.12024152278900146,464047.3125,
,,,,,,21,3999,,,,,490096.21875
,,,,,,22,4049,474180.0625,0.0037271473556756973,0.09953480213880539,474180.15625,
0.16893023252487183,38.57240295410156,0.3942294120788574,4.837592124938965,0.08149290084838867,5.9196038246154785,22,4099,416957.5,0.0038424532394856215,0.08480128645896912,416957.59375,
0.21299812197685242,15.512581825256348,0.2941555976867676,2.0553786754608154,0.14311504364013672,4.6948771476745605,22,4149,304587.4375,0.003352569881826639,0.06766994297504425,304587.5,
,,,,,,23,4199,442872.21875,0.0042115552350878716,0.09811796993017197,442872.3125,
0.1868094652891159,36.418949127197266,0.401608943939209,4.450112819671631,0.09024691581726074,5.353047847747803,23,4249,307407.3125,0.002934864256531,0.06554846465587616,307407.375,
0.2337931990623474,43.26738739013672,0.8838026523590088,6.005247116088867,0.1471717357635498,4.277284145355225,23,4299,387379.9375,0.0034521636553108692,0.0743304044008255,387380.0,
0.18137988448143005,35.57432174682617,0.3376185894012451,3.8810718059539795,0.0869910717010498,5.5132904052734375,23,4349,325821.8125,0.0030139104928821325,0.07906591147184372,325821.90625,
,,,,,,24,4399,455297.6875,0.003970684017986059,0.07451586425304413,455297.75,
0.1890333741903305,34.88148880004883,0.3441488742828369,4.027783393859863,0.08544373512268066,5.2900710105896,24,4449,427294.40625,0.004650495480746031,0.08721333742141724,427294.5,
0.2184281200170517,19.260000228881836,0.32552647590637207,2.22841215133667,0.14608001708984375,4.578165054321289,24,4499,431663.90625,0.004163015633821487,0.08876390755176544,431664.0,
0.19000762701034546,28.225406646728516,0.31954216957092285,3.167639970779419,0.10087704658508301,5.262946605682373,24,4549,267968.375,0.004249223042279482,0.08902380615472794,267968.46875,
,,,,,,25,4599,493989.125,0.004354537930339575,0.07778917998075485,493989.1875,
0.17313240468502045,35.186126708984375,0.32184386253356934,3.7189884185791016,0.08654069900512695,5.775926113128662,25,4649,381070.375,0.0036168619990348816,0.07509703934192657,381070.4375,
0.23427903652191162,42.02263641357422,0.8475329875946045,5.906483173370361,0.1434919834136963,4.268414497375488,25,4699,408543.0,0.0037960235495120287,0.07346700131893158,408543.0625,
,,,,,,26,4749,358825.0,0.004023367073386908,0.07955604046583176,358825.09375,
0.17813774943351746,36.768409729003906,0.3526451587677002,4.334362030029297,0.0813603401184082,5.613633155822754,26,4799,428728.5,0.0041378275491297245,0.08152467757463455,428728.59375,
0.21335172653198242,20.26999855041504,0.34456658363342285,2.9420852661132812,0.11711645126342773,4.687096118927002,26,4849,435731.0,0.004646764602512121,0.0819125771522522,435731.09375,
0.17621177434921265,29.032480239868164,0.31272339820861816,3.653386354446411,0.08559823036193848,5.674989700317383,26,4899,460871.8125,0.004180212039500475,0.09014791995286942,460871.90625,
,,,,,,27,4949,373501.90625,0.004530488979071379,0.06458280235528946,373501.96875,
0.16111162304878235,34.59711837768555,0.3678715229034424,4.459359169006348,0.08249425888061523,6.206876754760742,27,4999,336257.4375,0.002937875222414732,0.08116734772920609,336257.53125,
0.21918192505836487,47.648460388183594,0.8802545070648193,7.106118679046631,0.12387275695800781,4.562419891357422,27,5049,362150.875,0.0033979997970163822,0.06466180831193924,362150.9375,
,,,,,,28,5099,451858.75,0.004120623227208853,0.06780026853084564,451858.8125,
0.1669846922159195,34.55027389526367,0.3239729404449463,4.135922908782959,0.07833147048950195,5.988572597503662,28,5149,431995.0625,0.0041352263651788235,0.08419471234083176,431995.15625,
0.19351881742477417,15.731440544128418,0.24890470504760742,2.1979215145111084,0.11324548721313477,5.167456150054932,28,5199,362112.6875,0.003949466627091169,0.07289613038301468,362112.75,
0.18311642110347748,26.862247467041016,0.32323455810546875,3.2911441326141357,0.09821343421936035,5.4610066413879395,28,5249,398898.625,0.0037091486155986786,0.07910507917404175,398898.71875,
,,,,,,29,5299,523523.4375,0.0052513238042593,0.09770581871271133,523523.53125,
0.16007257997989655,35.674808502197266,0.2997426986694336,3.9080018997192383,0.07669973373413086,6.247166156768799,29,5349,308897.03125,0.003186487127095461,0.06355772912502289,308897.09375,
0.1991678923368454,19.104860305786133,0.28820061683654785,2.769474744796753,0.10406327247619629,5.020889759063721,29,5399,407723.1875,0.004285215865820646,0.07277676463127136,407723.25,
0.1881353259086609,61.958473205566406,0.9586026668548584,8.856610298156738,0.10823583602905273,5.3153228759765625,29,5449,386193.6875,0.0036458782851696014,0.08155398815870285,386193.78125,
,,,,,,30,5499,254320.5,0.0029766219668090343,0.06016433984041214,254320.5625,
0.18147802352905273,33.81396484375,0.33918333053588867,3.831268310546875,0.08853030204772949,5.510309219360352,30,5549,393290.59375,0.003784517291933298,0.08123058080673218,393290.6875,
0.19887778162956238,18.120744705200195,0.29402685165405273,2.4412965774536133,0.12043881416320801,5.0282135009765625,30,5599,346674.1875,0.0032318003941327333,0.06987621635198593,346674.25,
,,,,,,31,5649,540179.25,0.005217478610575199,0.09820900857448578,540179.375,
0.1684233546257019,44.84617614746094,0.36721348762512207,4.808917999267578,0.07636094093322754,5.9374189376831055,31,5699,441627.71875,0.004159459378570318,0.09839414060115814,441627.8125,
0.21731483936309814,19.54366111755371,0.32377076148986816,2.361821413040161,0.1370851993560791,4.601618766784668,31,5749,350471.125,0.003871842520311475,0.06711623072624207,350471.1875,
0.15305189788341522,37.015071868896484,0.3047184944152832,3.5090935230255127,0.0868368148803711,6.533731937408447,31,5799,461863.25,0.004838263150304556,0.08622436225414276,461863.34375,
,,,,,,32,5849,368098.0,0.0036097336560487747,0.11653468757867813,368098.125,
0.18764159083366394,34.3912239074707,0.35422635078430176,4.017709732055664,0.0881662368774414,5.329308986663818,32,5899,470291.3125,0.004381862934678793,0.10713325440883636,470291.40625,
0.20656324923038483,24.83306121826172,0.33632564544677734,2.675652265548706,0.12569856643676758,4.841132164001465,32,5949,408892.375,0.003556294133886695,0.09856157749891281,408892.46875,
0.1600959151983261,21.25012969970703,0.24517321586608887,2.599979877471924,0.09429812431335449,6.246255397796631,32,5999,299974.8125,0.0038334825076162815,0.07360286265611649,299974.875,
,,,,,,32,5999,,,,,479653.21875
,,,,,,33,6049,399345.0,0.003920243587344885,0.058562394231557846,399345.0625,
0.1765739917755127,35.78146743774414,0.3748595714569092,3.9872567653656006,0.09401440620422363,5.663348197937012,33,6099,350480.1875,0.004418789874762297,0.08191949874162674,350480.28125,
0.19481797516345978,24.99080467224121,0.34259605407714844,2.79654598236084,0.12250685691833496,5.132996559143066,33,6149,331555.21875,0.0035377461463212967,0.067110575735569,331555.28125,
,,,,,,34,6199,337942.375,0.0036278092302381992,0.06489933282136917,337942.4375,
0.18890917301177979,36.28766632080078,0.3804454803466797,4.206937313079834,0.09043288230895996,5.293549060821533,34,6249,416858.28125,0.004102732520550489,0.07419875264167786,416858.34375,
0.2060512900352478,21.827096939086914,0.32880425453186035,2.596534252166748,0.1266319751739502,4.853160858154297,34,6299,319304.125,0.0037881401367485523,0.08373448252677917,319304.21875,
0.18040713667869568,23.60455894470215,0.2920112609863281,3.0537986755371094,0.09562230110168457,5.543017864227295,34,6349,401407.9375,0.0043262094259262085,0.06822383403778076,401408.0,
,,,,,,35,6399,353905.0625,0.003755604848265648,0.07550447434186935,353905.125,
0.17898868024349213,35.71812438964844,0.42719054222106934,4.825970649719238,0.08851909637451172,5.586945533752441,35,6449,309524.96875,0.003721577813848853,0.08870864659547806,309525.0625,
0.20298859477043152,21.38250732421875,0.32468199729919434,2.7583465576171875,0.11770892143249512,4.926384925842285,35,6499,466057.53125,0.004428185522556305,0.09704398363828659,466057.625,
0.2044336497783661,56.38285446166992,0.9196398258209229,9.174620628356934,0.10023736953735352,4.891562461853027,35,6549,350406.21875,0.004639727529138327,0.06333243101835251,350406.28125,
,,,,,,36,6599,361418.375,0.004468672443181276,0.06009804457426071,361418.4375,
0.1775776743888855,31.720767974853516,0.339583158493042,3.9902703762054443,0.08510279655456543,5.631338596343994,36,6649,458711.875,0.004518185742199421,0.07791777700185776,458711.9375,
0.20960810780525208,21.92621421813965,0.33466124534606934,2.664842128753662,0.12558388710021973,4.77080774307251,36,6699,424763.125,0.003914206754416227,0.07663851976394653,424763.1875,
,,,,,,37,6749,269293.75,0.002916555618867278,0.0712253600358963,269293.8125,
0.18191666901111603,35.64202880859375,0.3354001045227051,3.502459764480591,0.09576129913330078,5.4970221519470215,37,6799,345471.5,0.0035618566907942295,0.07553698867559433,345471.5625,
0.21922379732131958,24.212554931640625,0.3525574207305908,3.38150691986084,0.10426044464111328,4.561548233032227,37,6849,353490.375,0.003975601401180029,0.07127208262681961,353490.4375,
0.1785520762205124,63.26596450805664,0.8823623657226562,11.254225730895996,0.07840275764465332,5.600606918334961,37,6899,390613.5625,0.004045439418405294,0.08566752821207047,390613.65625,
,,,,,,38,6949,427172.625,0.00416892534121871,0.09188701212406158,427172.71875,
0.17133909463882446,44.074703216552734,0.4055287837982178,5.263240814208984,0.07704925537109375,5.836379528045654,38,6999,374627.1875,0.004282939713448286,0.0741187185049057,374627.25,
0.2142527997493744,20.909107208251953,0.33828067779541016,2.6586642265319824,0.12723708152770996,4.667383670806885,38,7049,348552.8125,0.004721157252788544,0.07934975624084473,348552.90625,
,,,,,,39,7099,364302.96875,0.004046579822897911,0.10200740396976471,364303.0625,
0.1734044849872589,32.361515045166016,0.3094179630279541,3.245285749435425,0.09534382820129395,5.766863822937012,39,7149,448173.3125,0.004706949926912785,0.08907623589038849,448173.40625,
0.19869253039360046,23.593618392944336,0.34467029571533203,2.9787909984588623,0.1157081127166748,5.032901763916016,39,7199,347472.9375,0.0035774149000644684,0.0844397321343422,347473.03125,
0.17701837420463562,56.10540771484375,0.805340051651001,8.004570960998535,0.10061001777648926,5.649130821228027,39,7249,383169.0,0.004149986896663904,0.056617312133312225,383169.0625,
,,,,,,40,7299,259064.21875,0.0031445887871086597,0.08582388609647751,259064.296875,
0.17387370765209198,42.21200180053711,0.36370086669921875,4.499784469604492,0.0808262825012207,5.751301288604736,40,7349,462860.75,0.0051437485963106155,0.07919362187385559,462860.84375,
0.2088322788476944,24.235607147216797,0.33718085289001465,2.7378602027893066,0.12315487861633301,4.78853178024292,40,7399,320673.5625,0.0039009538013488054,0.06430526077747345,320673.625,
0.17721889913082123,21.209291458129883,0.29168128967285156,2.62756609916687,0.1110081672668457,5.642739295959473,40,7449,375806.34375,0.0038586307782679796,0.08891671895980835,375806.4375,
,,,,,,41,7499,418466.0625,0.004234017338603735,0.08309175819158554,418466.15625,
0.1689341813325882,39.791160583496094,0.3958780765533447,5.13433313369751,0.07710409164428711,5.919465065002441,41,7549,316520.4375,0.003536307020112872,0.060131289064884186,316520.5,
0.1964762657880783,27.86920738220215,0.3601508140563965,3.16644024848938,0.1137399673461914,5.0896735191345215,41,7599,388897.90625,0.004603011999279261,0.0647876113653183,388897.96875,
,,,,,,42,7649,368482.875,0.004481063690036535,0.07143016159534454,368482.9375,
0.18238511681556702,90.22431945800781,1.4888172149658203,19.842998504638672,0.07502985000610352,5.482903480529785,42,7699,343741.1875,0.00391326704993844,0.06540869176387787,343741.25,
0.21666809916496277,23.09608268737793,0.35210514068603516,2.699167490005493,0.13044953346252441,4.615354061126709,42,7749,428933.25,0.0047786543145775795,0.06878279894590378,428933.3125,
0.176165372133255,23.141435623168945,0.30768442153930664,2.9455432891845703,0.10445761680603027,5.67648458480835,42,7799,251198.734375,0.0030715628527104855,0.07457242161035538,251198.8125,
,,,,,,43,7849,364232.78125,0.0038121738471090794,0.08404877036809921,364232.875,
0.17917700111865997,38.06909942626953,0.35712647438049316,4.869451999664307,0.07334017753601074,5.58107328414917,43,7899,338378.6875,0.00384374032728374,0.0663442462682724,338378.75,
0.2047714740037918,25.66648292541504,0.3159193992614746,2.7562220096588135,0.11462044715881348,4.883492469787598,43,7949,325503.375,0.0035140940453857183,0.08400534093379974,325503.46875,
0.1946612298488617,25.16888427734375,0.2951056957244873,2.821575164794922,0.10458898544311523,5.137129783630371,43,7999,296542.625,0.0034054075367748737,0.07522114366292953,296542.6875,
,,,,,,43,7999,,,,,482586.53125
,,,,,,44,8049,394582.5625,0.004628017079085112,0.07581906020641327,394582.625,
0.20003242790699005,69.07296752929688,1.2404897212982178,16.100305557250977,0.07704758644104004,4.999189376831055,44,8099,370971.96875,0.004162619821727276,0.08512815088033676,370972.0625,
0.1976553201675415,23.81779670715332,0.35100221633911133,3.3451106548309326,0.10492992401123047,5.059312343597412,44,8149,316867.84375,0.0038663179147988558,0.07046380639076233,316867.90625,
,,,,,,45,8199,348902.6875,0.0037826981861144304,0.08598890900611877,348902.78125,
0.17261041700839996,41.06568908691406,0.4464225769042969,5.306670188903809,0.08412480354309082,5.793393135070801,45,8249,301992.34375,0.003797049866989255,0.07957587391138077,301992.4375,
0.20405931770801544,26.81098747253418,0.34037041664123535,3.232250213623047,0.10530447959899902,4.900535583496094,45,8299,398298.6875,0.003971348982304335,0.07904911786317825,398298.78125,
0.20998576283454895,25.0303897857666,0.3261582851409912,3.023587465286255,0.10787129402160645,4.762227535247803,45,8349,320127.8125,0.0035752381663769484,0.08476286381483078,320127.90625,
,,,,,,46,8399,356421.5,0.00356648163869977,0.07170223444700241,356421.5625,
0.17961692810058594,67.78544616699219,1.1577203273773193,14.184151649475098,0.08162069320678711,5.567404270172119,46,8449,317208.5625,0.003717774525284767,0.07825877517461777,317208.65625,
0.20821550488471985,22.735267639160156,0.3549675941467285,3.0423521995544434,0.11667537689208984,4.802716255187988,46,8499,297576.625,0.00347304274328053,0.0893654152750969,297576.71875,
0.20940032601356506,19.625263214111328,0.30493807792663574,2.3661229610443115,0.1288766860961914,4.77554178237915,46,8549,380251.21875,0.0045205047354102135,0.10859087109565735,380251.3125,
,,,,,,47,8599,435364.0,0.004113245755434036,0.0935092493891716,435364.09375,
0.1625247299671173,30.393840789794922,0.2721259593963623,3.263805866241455,0.08337688446044922,6.152909755706787,47,8649,355285.28125,0.00394661258906126,0.07993841916322708,355285.375,
0.20764237642288208,19.03141975402832,0.29221272468566895,2.431349992752075,0.12018537521362305,4.815972328186035,47,8699,281637.0,0.00334033346734941,0.06434714049100876,281637.0625,
,,,,,,48,8749,396209.375,0.004286907613277435,0.09077860414981842,396209.46875,
0.17052508890628815,51.04951477050781,0.7722392082214355,8.900250434875488,0.08676600456237793,5.8642401695251465,48,8799,280996.09375,0.0030813906341791153,0.0617513507604599,280996.15625,
0.22225084900856018,24.094181060791016,0.39793968200683594,3.046678304672241,0.1306142807006836,4.499420642852783,48,8849,354299.75,0.00377293536439538,0.06950654834508896,354299.8125,
0.2079230397939682,17.45753288269043,0.34481263160705566,2.323802947998047,0.14838290214538574,4.809471607208252,48,8899,299708.71875,0.0032618835102766752,0.0747421383857727,299708.78125,
,,,,,,49,8949,390061.875,0.004338389728218317,0.07151684910058975,390061.9375,
0.15886609256267548,33.97596740722656,0.3336043357849121,3.7755508422851562,0.08835911750793457,6.294609069824219,49,8999,360407.0,0.004641469102352858,0.07997794449329376,360407.09375,
0.22036416828632355,18.974287033081055,0.3392295837402344,2.194404363632202,0.1545884609222412,4.537942886352539,49,9049,387454.375,0.00415366655215621,0.08111289143562317,387454.46875,
0.1826566457748413,29.183258056640625,0.2869749069213867,3.2189016342163086,0.08915305137634277,5.474752902984619,49,9099,248557.625,0.004139402881264687,0.0834808498620987,248557.703125,
,,,,,,50,9149,407517.25,0.004786581266671419,0.06804421544075012,407517.3125,
