batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,l_mean,l_sd,step,train_loss,train_vae_loss,val_loss
,,,,,,0,0.0943736732006073,0.08765442669391632,49,0.20326440036296844,0.021236306056380272,
0.32920727133750916,71.7873306274414,1.5590035915374756,8.961742401123047,0.17396211624145508,3.037599802017212,0,0.08420825749635696,0.08168459683656693,99,0.18195649981498718,0.01606365665793419,
,,,,,,1,0.09170614182949066,0.07978825271129608,149,0.18666447699069977,0.01517008151859045,
0.16803978383541107,45.034698486328125,0.34108471870422363,3.9914207458496094,0.08545446395874023,5.950972080230713,1,0.07516451179981232,0.0780462846159935,199,0.16492000222206116,0.01170919556170702,
0.19442035257816315,26.98741912841797,0.30763697624206543,3.099874973297119,0.09924173355102539,5.143494606018066,1,0.07603868842124939,0.07764250040054321,249,0.16436323523521423,0.010682044550776482,
,,,,,,2,0.07343745231628418,0.07354043424129486,299,0.15795393288135529,0.010976046323776245,
0.1701551079750061,46.61417770385742,0.36173367500305176,5.429233551025391,0.06662702560424805,5.876990795135498,2,0.0669984221458435,0.07296787947416306,349,0.1487276703119278,0.008761361241340637,
0.2132529765367508,25.956369400024414,0.3192727565765381,2.926778554916382,0.10908675193786621,4.689266204833984,2,0.07730162143707275,0.07588519901037216,399,0.1625434160232544,0.009356604889035225,
,,,,,,3,0.07721687108278275,0.07285457849502563,449,0.15867577493190765,0.008604318834841251,
0.17166031897068024,40.66008758544922,0.3464624881744385,4.429947376251221,0.07820916175842285,5.82545804977417,3,0.0691710114479065,0.07321542501449585,499,0.15157930552959442,0.009192869998514652,
0.2130785882472992,18.418853759765625,0.3335273265838623,2.5192465782165527,0.13239169120788574,4.693104267120361,3,0.07545429468154907,0.07521849870681763,549,0.15871022641658783,0.008037436753511429,
,,,,,,4,0.07065358757972717,0.07288669794797897,599,0.15161605179309845,0.008075754158198833,
0.1750805824995041,60.22672653198242,0.9875993728637695,12.112920761108398,0.08153271675109863,5.711655616760254,4,0.07107323408126831,0.07334296405315399,649,0.15256460011005402,0.008148401975631714,
0.21546752750873566,24.83222007751465,0.36147546768188477,3.6260573863983154,0.09968829154968262,4.641070365905762,4,0.06154811382293701,0.0696968212723732,699,0.13902336359024048,0.007778439205139875,
,,,,,,5,0.06505462527275085,0.07101710140705109,749,0.14397725462913513,0.0079055055975914,
0.16183152794837952,40.60865783691406,0.36273932456970215,5.016019821166992,0.07231616973876953,6.179265975952148,5,0.06843242794275284,0.07175596058368683,799,0.14786182343959808,0.007673447020351887,
0.20868197083473206,30.11693572998047,0.3609285354614258,3.0753185749053955,0.11736297607421875,4.791980743408203,5,0.05814291536808014,0.0680561512708664,849,0.1341661512851715,0.007967079989612103,
,,,,,,6,0.07129615545272827,0.0718860775232315,899,0.15033723413944244,0.00715499185025692,
0.15543213486671448,39.386627197265625,0.5193867683410645,5.657280445098877,0.09180855751037598,6.433676242828369,6,0.06553783267736435,0.07413279265165329,949,0.14736098051071167,0.00769033282995224,
0.22704879939556122,92.43831634521484,1.6352739334106445,15.795907974243164,0.10352516174316406,4.404339790344238,6,0.07110672444105148,0.07164064794778824,999,0.15048997104167938,0.00774260563775897,
,,,,,,7,0.06094943732023239,0.06972755491733551,1049,0.1376352459192276,0.006958248093724251,
0.16924995183944702,36.56460952758789,0.3877136707305908,4.588504791259766,0.08449673652648926,5.908421039581299,7,0.06565051525831223,0.07087814807891846,1099,0.1436537206172943,0.007125047501176596,
0.1893012672662735,26.14572525024414,0.2925753593444824,2.72633957862854,0.1073143482208252,5.2825846672058105,7,0.06354187428951263,0.06810636818408966,1149,0.1383575052022934,0.006709263660013676,
,,,,,,8,0.06688077747821808,0.07361000776290894,1199,0.1476464420557022,0.007155648432672024,
0.1637316793203354,30.550235748291016,0.3158905506134033,3.8530287742614746,0.0819849967956543,6.107553482055664,8,0.06017952412366867,0.07170632481575012,1249,0.13890939950942993,0.007023539859801531,
0.1913500279188156,22.831850051879883,0.29526209831237793,2.7571029663085938,0.10709142684936523,5.226024627685547,8,0.06325142085552216,0.07250067591667175,1299,0.14239920675754547,0.00664710346609354,
,,,,,,9,0.0673658698797226,0.07278977334499359,1349,0.14734530448913574,0.007189663127064705,
0.17264260351657867,36.56817626953125,0.34134936332702637,3.962139368057251,0.08615279197692871,5.792313098907471,9,0.06844665110111237,0.07183872163295746,1399,0.14671804010868073,0.006432664580643177,
0.1715070903301239,51.704105377197266,0.7463116645812988,7.461860656738281,0.10001683235168457,5.830662727355957,9,0.05814884603023529,0.06948458403348923,1449,0.1342298835515976,0.0065964600071311,
,,,,,,10,0.053934551775455475,0.06910315155982971,1499,0.1289377361536026,0.005900037474930286,
0.17213907837867737,30.35171890258789,0.3258380889892578,3.2679362297058105,0.09970760345458984,5.809256553649902,10,0.05826848745346069,0.07056286931037903,1549,0.1351996511220932,0.006368300411850214,
0.16496387124061584,20.040924072265625,0.24575066566467285,2.3550541400909424,0.10435032844543457,6.061933517456055,10,0.06138934940099716,0.0702437162399292,1599,0.1381382942199707,0.006505235098302364,
