batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train_loss,train_main_loss,train_vae_loss,val_loss
,,,,,,0,49,2.13677978515625,1.759239673614502,0.3775399923324585,
0.1660868227481842,74.1507797241211,0.9733140468597412,11.183700561523438,0.08702969551086426,6.020947456359863,0,99,1.1045253276824951,1.002959966659546,0.10156533867120743,
0.1489465832710266,26.814620971679688,0.25620293617248535,3.008084297180176,0.08517146110534668,6.7138166427612305,0,149,1.6195403337478638,1.5368369817733765,0.08270332962274551,
,,,,,,1,199,1.3744889497756958,1.30099356174469,0.07349542528390884,
0.13834071159362793,87.71038818359375,1.112506628036499,16.26485252380371,0.06839942932128906,7.228529930114746,1,249,1.1428422927856445,1.086193323135376,0.056648969650268555,
0.1538713276386261,20.141521453857422,0.22067666053771973,2.3988890647888184,0.09199118614196777,6.498936653137207,1,299,1.2959625720977783,1.2383382320404053,0.05762435868382454,
0.10627014935016632,29.36113166809082,0.188873291015625,2.632601737976074,0.07174396514892578,9.409979820251465,1,349,0.8211891651153564,0.7829983234405518,0.0381908193230629,
,,,,,,2,399,1.5437226295471191,1.4799197912216187,0.06380283832550049,
0.13269688189029694,32.27054977416992,0.2613236904144287,3.489593982696533,0.07488656044006348,7.5359721183776855,2,449,1.2968266010284424,1.2479445934295654,0.04888197034597397,
0.14680635929107666,19.68189239501953,0.19930267333984375,2.5282514095306396,0.07883024215698242,6.8116936683654785,2,499,0.747173547744751,0.717424750328064,0.029748812317848206,
,,,,,,3,549,0.9214336276054382,0.8843283653259277,0.0371052548289299,
0.13230037689208984,33.13690948486328,0.23054051399230957,3.363609552383423,0.06853961944580078,7.558557510375977,3,599,0.9713965654373169,0.9355152249336243,0.03588131070137024,
0.1444493979215622,20.4559326171875,0.20837974548339844,2.860151529312134,0.07285618782043457,6.922839164733887,3,649,0.8718507289886475,0.8398024439811707,0.03204828500747681,
0.12310633063316345,68.85607147216797,0.6660666465759277,9.04931354522705,0.07360410690307617,8.123059272766113,3,699,1.057127833366394,1.0246706008911133,0.03245719522237778,
,,,,,,4,749,1.2059237957000732,1.168903112411499,0.03702063858509064,
0.12896381318569183,30.436195373535156,0.21706581115722656,2.961040496826172,0.07330727577209473,7.75411319732666,4,799,0.8985872864723206,0.8671267032623291,0.031460609287023544,
0.14361819624900818,23.509132385253906,0.20598602294921875,2.5409178733825684,0.08106756210327148,6.962906360626221,4,849,0.7532076239585876,0.7272816896438599,0.02592591568827629,
,,,,,,5,899,0.9992597103118896,0.9582253694534302,0.04103431478142738,
0.13108035922050476,32.498779296875,0.20814847946166992,3.1086556911468506,0.06695771217346191,7.628907680511475,5,949,0.618581235408783,0.5989629030227661,0.01961834728717804,
0.1287068873643875,28.843114852905273,0.20737051963806152,2.8031938076019287,0.07397651672363281,7.769591808319092,5,999,0.7426584959030151,0.7137836217880249,0.02887488156557083,
0.1407759189605713,22.476913452148438,0.20671582221984863,2.568875789642334,0.08046936988830566,7.103487968444824,5,1049,0.8475136756896973,0.8167940378189087,0.030719630420207977,
,,,,,,6,1099,0.6370691061019897,0.6148973703384399,0.022171758115291595,
0.12634827196598053,30.9478702545166,0.2162327766418457,2.945787191390991,0.07340407371520996,7.9146318435668945,6,1149,1.0549485683441162,1.0292532444000244,0.025695277377963066,
0.14038309454917908,19.645910263061523,0.19197392463684082,2.1816623210906982,0.08799433708190918,7.1233649253845215,6,1199,0.8034038543701172,0.781991183757782,0.021412642672657967,
,,,,,,7,1249,1.2187066078186035,1.1818588972091675,0.036847759038209915,
0.13741885125637054,29.727718353271484,0.2697160243988037,3.5446150302886963,0.07609176635742188,7.277021408081055,7,1299,0.9448658227920532,0.9213799834251404,0.023485830053687096,
0.1432650089263916,26.929956436157227,0.22680163383483887,2.5172598361968994,0.09009861946105957,6.980071067810059,7,1349,0.7885102033615112,0.7642717361450195,0.024238478392362595,
0.15340885519981384,19.540647506713867,0.19693756103515625,2.0742027759552,0.09494614601135254,6.518528461456299,7,1399,0.8390612602233887,0.8133494257926941,0.02571181207895279,
,,,,,,8,1449,0.7583962082862854,0.7310240268707275,0.027372155338525772,
0.13837005198001862,28.07001304626465,0.24311256408691406,3.274412155151367,0.07424616813659668,7.226997375488281,8,1499,0.6198089122772217,0.5976134538650513,0.022195443511009216,
0.13253092765808105,30.191566467285156,0.22414445877075195,3.0041189193725586,0.07461237907409668,7.545408248901367,8,1549,1.032715082168579,1.0012723207473755,0.031442709267139435,
,,,,,,9,1599,0.9060176610946655,0.8791747093200684,0.026842962950468063,
0.13817985355854034,25.94264793395996,0.2557868957519531,3.4131155014038086,0.07494235038757324,7.236944675445557,9,1649,0.8258830904960632,0.8071107864379883,0.01877230405807495,
0.15639978647232056,26.08193588256836,0.2587261199951172,2.9287288188934326,0.08834075927734375,6.3938703536987305,9,1699,0.9656838178634644,0.9282522201538086,0.03743158280849457,
0.14497649669647217,24.485088348388672,0.2088785171508789,2.355544328689575,0.08867526054382324,6.897669792175293,9,1749,0.6115899085998535,0.588504433631897,0.02308545634150505,
,,,,,,10,1799,0.7100923657417297,0.6910535097122192,0.019038867205381393,
0.1285247802734375,26.0401668548584,0.20489168167114258,2.7033731937408447,0.0757911205291748,7.7806010246276855,10,1849,1.0619926452636719,1.0371805429458618,0.024812093004584312,
0.13992594182491302,26.169954299926758,0.20444321632385254,2.7205286026000977,0.07514834403991699,7.146637439727783,10,1899,0.6945609450340271,0.6764464378356934,0.018114523962140083,
