batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train_loss,train_main_loss,val_loss
,,,,,,0,49,1.8809733390808105,1.8809733390808105,
0.8768424987792969,54.64108657836914,3.638319253921509,12.174581527709961,0.2988455295562744,1.140455722808838,0,99,1.2193363904953003,1.2193363904953003,
0.677671492099762,35.42958068847656,1.1158161163330078,4.967011451721191,0.22464537620544434,1.4756412506103516,0,149,1.0838406085968018,1.0838406085968018,
,,,,,,1,199,0.9914257526397705,0.9914257526397705,
0.429261714220047,41.89385223388672,1.0986897945404053,5.569218635559082,0.1972789764404297,2.3295812606811523,1,249,0.8739178776741028,0.8739178776741028,
0.5758867859840393,51.54294967651367,1.3340766429901123,7.3807783126831055,0.18075013160705566,1.7364524602890015,1,299,0.9708142280578613,0.9708142280578613,
0.6349805593490601,49.53787612915039,1.3934071063995361,6.318138599395752,0.22054076194763184,1.574851393699646,1,349,1.5112805366516113,1.5112805366516113,
,,,,,,2,399,0.8344122171401978,0.8344122171401978,
0.4903368055820465,52.923240661621094,1.0926337242126465,5.411699295043945,0.20190215110778809,2.039414405822754,2,449,0.9099065065383911,0.9099065065383911,
0.21322067081928253,45.25834655761719,0.519641637802124,4.1723408699035645,0.12454438209533691,4.689976692199707,2,499,0.9345015287399292,0.9345015287399292,
0.35386109352111816,107.84326934814453,2.9211132526397705,20.08237648010254,0.14545655250549316,2.825967788696289,2,549,1.0541115999221802,1.0541115999221802,
,,,,,,3,599,0.9238080382347107,0.9238080382347107,
0.2940927743911743,37.48877716064453,0.9429945945739746,4.638710975646973,0.20328807830810547,3.400287628173828,3,649,0.7010934352874756,0.7010934352874756,
0.330107718706131,35.40102767944336,0.769216775894165,3.518820285797119,0.21860074996948242,3.0293140411376953,3,699,0.6674916744232178,0.6674916744232178,
0.3437105417251587,38.642822265625,0.7538425922393799,3.8901610374450684,0.19378185272216797,2.9094247817993164,3,749,0.9553223848342896,0.9553223848342896,
,,,,,,4,799,0.8048081398010254,0.8048081398010254,
0.39946281909942627,58.33218002319336,1.3967983722686768,6.304474830627441,0.2215566635131836,2.503361940383911,4,849,0.6205024719238281,0.6205024719238281,
0.27566802501678467,33.76578903198242,0.5095160007476807,3.622420310974121,0.1406562328338623,3.627551794052124,4,899,1.0581550598144531,1.0581550598144531,
,,,,,,5,949,0.9953370690345764,0.9953370690345764,
0.4396181106567383,70.32788848876953,1.501296043395996,11.156097412109375,0.13457179069519043,2.2747015953063965,5,999,0.9158580303192139,0.9158580303192139,
0.44265806674957275,34.41377639770508,0.9825155735015869,4.3687744140625,0.22489500045776367,2.259079933166504,5,1049,0.8557697534561157,0.8557697534561157,
0.30848807096481323,36.366241455078125,0.7450473308563232,5.262603282928467,0.14157390594482422,3.2416162490844727,5,1099,0.6587502956390381,0.6587502956390381,
,,,,,,6,1149,1.1709182262420654,1.1709182262420654,
0.4560597240924835,110.1883773803711,4.5015716552734375,27.72860336303711,0.16234397888183594,2.192695140838623,6,1199,0.7864261269569397,0.7864261269569397,
0.7121476531028748,30.757328033447266,1.240617275238037,5.497702598571777,0.225661039352417,1.404203176498413,6,1249,1.2949175834655762,1.2949175834655762,
0.6199764013290405,25.903650283813477,1.0456140041351318,4.602081775665283,0.2272045612335205,1.6129646301269531,6,1299,0.6163804531097412,0.6163804531097412,
,,,,,,7,1349,0.8812395334243774,0.8812395334243774,
0.5025582313537598,56.74766540527344,1.2783005237579346,7.405959129333496,0.17260432243347168,1.9898192882537842,7,1399,0.9369361996650696,0.9369361996650696,
0.3203279674053192,36.49421310424805,0.698249101638794,3.28448748588562,0.21258997917175293,3.121800422668457,7,1449,0.8105604648590088,0.8105604648590088,
0.4814603626728058,44.44340133666992,1.2106397151947021,6.9895524978637695,0.17320704460144043,2.077014207839966,7,1499,0.732319712638855,0.732319712638855,
,,,,,,8,1549,0.9926449060440063,0.9926449060440063,
0.4341307580471039,60.89863586425781,1.1860449314117432,8.004816055297852,0.14816641807556152,2.3034534454345703,8,1599,0.6964540481567383,0.6964540481567383,
0.2748844623565674,28.352401733398438,0.5473837852478027,2.697174072265625,0.20294713973999023,3.637892007827759,8,1649,0.689156174659729,0.689156174659729,
0.22253860533237457,23.180683135986328,0.4007573127746582,3.009498119354248,0.1331641674041748,4.493602275848389,8,1699,0.7070939540863037,0.7070939540863037,
,,,,,,9,1749,1.1943840980529785,1.1943840980529785,
0.49977239966392517,78.27220153808594,2.7368760108947754,18.580585479736328,0.14729762077331543,2.000910758972168,9,1799,0.5718079805374146,0.5718079805374146,
0.3622558116912842,30.63332176208496,0.8138377666473389,3.6140787601470947,0.22518539428710938,2.7604801654815674,9,1849,0.6815040111541748,0.6815040111541748,
,,,,,,10,1899,0.7473775148391724,0.7473775148391724,
0.34189897775650024,58.853057861328125,1.276310682296753,6.525104522705078,0.19560003280639648,2.9248406887054443,10,1949,0.7143580317497253,0.7143580317497253,
0.29578927159309387,35.68489074707031,0.7002453804016113,3.454827308654785,0.20268607139587402,3.3807852268218994,10,1999,0.6993899941444397,0.6993899941444397,
,,,,,,10,1999,,,0.6157966256141663
0.30142077803611755,35.40138244628906,0.6015214920043945,3.009601593017578,0.19986748695373535,3.3176214694976807,10,2049,0.6071391105651855,0.6071391105651855,
,,,,,,11,2099,0.815220057964325,0.815220057964325,
0.38692161440849304,33.58451843261719,0.7973663806915283,3.6289305686950684,0.2197248935699463,2.584502935409546,11,2149,0.9625933170318604,0.9625933170318604,
