batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,l_cos,l_mean,l_sd,l_var,step,train_loss,train_vae_loss,val_loss
,,,,,,0,0.3192186951637268,0.11451418697834015,0.11121536046266556,0.1358400583267212,49,1.0274416208267212,0.46890929341316223,
0.7844008207321167,53.941368103027344,3.454353094100952,9.687294006347656,0.3565859794616699,1.2748584747314453,0,0.3077974319458008,0.09644398838281631,0.1016550362110138,0.12460801005363464,99,0.8994735479354858,0.38111624121665955,
0.6337977647781372,31.80312156677246,1.1152358055114746,3.0498902797698975,0.3656642436981201,1.577790379524231,0,0.2940581142902374,0.09326379746198654,0.09830766171216965,0.125930055975914,149,0.8057352900505066,0.30751270055770874,
,,,,,,1,0.26301610469818115,0.08172393590211868,0.09223538637161255,0.13105669617652893,199,0.635706901550293,0.185625821352005,
0.604626476764679,39.94624328613281,1.2220351696014404,5.872754096984863,0.2080855369567871,1.6539137363433838,1,0.2681511640548706,0.07669051736593246,0.09018361568450928,0.13768471777439117,249,0.5751020312309265,0.12630824744701385,
0.7039375305175781,23.294219970703125,1.016467571258545,2.5621745586395264,0.39672064781188965,1.4205806255340576,1,0.24934053421020508,0.07543425261974335,0.08885706961154938,0.14055921137332916,299,0.49350982904434204,0.06582207977771759,
,,,,,,2,0.2561165690422058,0.07459241896867752,0.08857694268226624,0.14614515006542206,349,0.4926755726337433,0.058775145560503006,
0.7202538251876831,41.841548919677734,1.3571629524230957,5.97379732131958,0.22718596458435059,1.388399362564087,2,0.23729310929775238,0.07781508564949036,0.08519130945205688,0.1379084289073944,399,0.45866626501083374,0.044575922191143036,
0.6091415286064148,26.06830406188965,1.0065948963165283,3.2840476036071777,0.30651044845581055,1.64165461063385,2,0.2370554804801941,0.07443951815366745,0.08893308788537979,0.15233798325061798,449,0.4627288579940796,0.04706700146198273,
,,,,,,3,0.22545331716537476,0.0696651041507721,0.08694624900817871,0.14743192493915558,499,0.437155544757843,0.04034770280122757,
0.7282241582870483,58.89516067504883,3.412849187850952,15.29851245880127,0.2230837345123291,1.3732035160064697,3,0.22064167261123657,0.06974758207798004,0.08638322353363037,0.14493194222450256,549,0.42633917927742004,0.03507350757718086,
0.6138222813606262,20.580034255981445,0.897911787033081,2.1561279296875,0.4164464473724365,1.629136085510254,3,0.22106313705444336,0.07746344804763794,0.08461561799049377,0.14463435113430023,599,0.42386841773986816,0.02626282162964344,
,,,,,,4,0.22728601098060608,0.07181515544652939,0.0854412168264389,0.1486574411392212,649,0.4291650950908661,0.029756952077150345,
0.6148064136505127,41.843711853027344,1.7139039039611816,6.852949142456055,0.25009727478027344,1.626528263092041,4,0.22972920536994934,0.06662404537200928,0.08511141687631607,0.15270686149597168,699,0.43497684597969055,0.03824147954583168,
0.6171621680259705,30.329526901245117,1.111449956893921,4.457601070404053,0.24933815002441406,1.6203196048736572,4,0.19659464061260223,0.06674069166183472,0.08278696238994598,0.15097609162330627,749,0.3855704963207245,0.024350594729185104,
0.44551312923431396,45.4425163269043,1.1459741592407227,4.833224296569824,0.23710346221923828,2.244602680206299,4,0.19842734932899475,0.07781758904457092,0.08321407437324524,0.14809930324554443,799,0.39872604608535767,0.024457111954689026,
,,,,,,5,0.19871187210083008,0.07079606503248215,0.08232428133487701,0.14975211024284363,849,0.3880902826786041,0.021282844245433807,
0.6352253556251526,56.147674560546875,2.825922966003418,12.395284652709961,0.22798371315002441,1.5742443799972534,5,0.1998516023159027,0.07384995371103287,0.08188991993665695,0.14984381198883057,899,0.39101532101631165,0.020439481362700462,
0.7292279601097107,21.815162658691406,1.1545782089233398,2.946568012237549,0.39183831214904785,1.371313214302063,5,0.19282111525535583,0.07392647862434387,0.08076173812150955,0.14917688071727753,949,0.38086047768592834,0.018433421850204468,
,,,,,,6,0.19691571593284607,0.07116049528121948,0.0810411125421524,0.14819251000881195,999,0.38105425238609314,0.01711765117943287,
0.6347732543945312,32.417789459228516,1.0344047546386719,4.701171875,0.2200312614440918,1.575365662574768,6,0.19602835178375244,0.06371354311704636,0.0796719342470169,0.14677250385284424,1049,0.37038150429725647,0.016290439292788506,
0.7313939929008484,20.54743003845215,1.0357084274291992,2.5305497646331787,0.40928196907043457,1.3672521114349365,6,0.20406381785869598,0.07466402649879456,0.08209572732448578,0.15146222710609436,1099,0.39206042885780334,0.01609066128730774,
,,,,,,7,0.18457475304603577,0.06865447759628296,0.08175288140773773,0.15192273259162903,1149,0.3655978739261627,0.0154234878718853,
0.55141681432724,57.394287109375,2.453634738922119,11.600982666015625,0.2115023136138916,1.8135101795196533,7,0.18401183187961578,0.06856288015842438,0.07888845354318619,0.14521485567092896,1199,0.3590560555458069,0.013071408495306969,
0.7110934853553772,23.74476432800293,1.2070610523223877,2.99092173576355,0.40357494354248047,1.4062849283218384,7,0.18834802508354187,0.06428730487823486,0.08430106937885284,0.15981125831604004,1249,0.3676281273365021,0.01471062283962965,
,,,,,,8,0.16479840874671936,0.0609331913292408,0.08147603273391724,0.15432964265346527,1299,0.3369758427143097,0.01433523092418909,
0.6450156569480896,36.39742660522461,1.1459391117095947,5.333778381347656,0.2148456573486328,1.5503499507904053,8,0.1727663278579712,0.0722787082195282,0.08504757285118103,0.1584770530462265,1349,0.36254093050956726,0.016600631177425385,
0.7493295073509216,23.025789260864258,1.1370549201965332,2.546818256378174,0.4464609622955322,1.3345263004302979,8,0.19264326989650726,0.07095365226268768,0.08302119374275208,0.1544804871082306,1399,0.376085489988327,0.014019342139363289,
0.500764012336731,43.61250686645508,1.1119568347930908,4.285579681396484,0.25946474075317383,1.996948480606079,8,0.18553200364112854,0.06513417512178421,0.07816800475120544,0.1483384072780609,1449,0.3566788136959076,0.013010782189667225,
,,,,,,9,0.1979813277721405,0.07664843648672104,0.08250570297241211,0.15406982600688934,1499,0.38754796981811523,0.015005534514784813,
