batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,cell_sets_per_sec,cumulative_flops,cumulative_flops_val_sync,decoder_loss,epoch,flops_per_batch,mfu (%),step,train/gradient_norm,train_loss,val/decoder_loss,val_loss
,,,,,,696.2672119140625,48987537145856.0,,2.2058699131011963,0,979750748160.0,17.764801025390625,49,5.609655857086182,0.6799169778823853,,
0.07866974174976349,242.6729278564453,1.4240975379943848,52.79713439941406,0.02697300910949707,12.7113676071167,446.9352722167969,97975074291712.0,,1.6559486389160156,0,979750748160.0,11.403260231018066,99,3.203329563140869,0.5258063077926636,,
0.05483623594045639,26.211769104003906,0.08122086524963379,3.0437171459198,0.02668476104736328,18.236116409301758,689.498046875,146962607243264.0,,1.7348424196243286,0,979750748160.0,17.592090606689453,149,7.374251365661621,0.42407259345054626,,
,,,,,,454.9267578125,195950148583424.0,,1.530279278755188,1,,11.607157707214355,199,3.1408610343933105,0.26230764389038086,,
0.04473929479718208,35.12078094482422,0.09827899932861328,3.7441823482513428,0.026248455047607422,22.351715087890625,165.63072204589844,244937689923584.0,,1.5084114074707031,1,,4.225958824157715,249,7.8378729820251465,0.20768730342388153,,
0.06261278688907623,28.568525314331055,0.0918583869934082,2.9404778480529785,0.03123927116394043,15.971179008483887,606.9855346679688,293925214486528.0,,1.241348385810852,1,,15.486836433410645,299,5.228745460510254,0.24579671025276184,,
,,,,,,655.3507080078125,342912772603904.0,,1.6241025924682617,2,,16.720842361450195,349,8.434772491455078,0.40040481090545654,,
0.0332721509039402,29.631776809692383,0.05871391296386719,2.4433133602142334,0.024030447006225586,30.055166244506836,1000.90625,391900297166848.0,,1.6226096153259277,2,,25.537466049194336,399,10.978946685791016,0.3150082528591156,,
0.04701370745897293,31.833208084106445,0.08575010299682617,3.2413077354431152,0.026455402374267578,21.2703914642334,940.14892578125,440887821729792.0,,1.2178022861480713,2,,23.987281799316406,449,3.6231000423431396,0.17324241995811462,,
,,,,,,233.94972229003906,489875379847168.0,,1.0179513692855835,3,,5.852684497833252,499,3.9945549964904785,0.10966730862855911,,
0.047692131251096725,40.903987884521484,0.08887577056884766,3.8078367710113525,0.023340225219726562,20.96782112121582,1160.570068359375,538862904410112.0,,1.05426025390625,3,,29.611183166503906,549,2.4106123447418213,0.08348055183887482,,
0.05536973848938942,32.5574836730957,0.09345889091491699,3.138998508453369,0.029773473739624023,18.060405731201172,343.72705078125,587850428973056.0,,1.405081033706665,3,,8.769969940185547,599,8.791207313537598,0.1198289692401886,,
,,,,,,,636837953536000.0,,1.3014620542526245,4,,,649,8.824308395385742,0.14906568825244904,,
0.03678746894001961,37.66735076904297,0.08425235748291016,3.6174721717834473,0.023290395736694336,27.183170318603516,457.9952392578125,685825545207808.0,,1.031896710395813,4,,11.685447692871094,699,6.1126837730407715,0.08771675080060959,,
0.05326124653220177,36.61640167236328,0.09524321556091309,3.536652088165283,0.02693033218383789,18.77537727355957,567.8057861328125,734813069770752.0,,0.9890345335006714,4,,14.487190246582031,749,2.0574584007263184,0.06703612208366394,,
0.05146665871143341,32.91271209716797,0.09492230415344238,3.5370421409606934,0.026836633682250977,19.4300537109375,1032.85400390625,783800594333696.0,,1.3209517002105713,4,,26.352590560913086,799,8.893167495727539,0.08333206176757812,,
,,,,,,583.5614013671875,832788118896640.0,,1.1456420421600342,5,,14.889185905456543,849,2.6865203380584717,0.09147100895643234,,
0.04822434112429619,37.834144592285156,0.09322643280029297,3.9799282550811768,0.023424148559570312,20.73641586303711,478.555908203125,881775643459584.0,,1.2822672128677368,5,,12.210039138793945,899,3.912933111190796,0.10101469606161118,,
0.056292824447155,34.88594436645508,0.09526658058166504,3.5469400882720947,0.026858806610107422,17.764253616333008,449.90863037109375,930763235131392.0,,1.3618173599243164,5,,11.479122161865234,949,1.6146332025527954,0.09495709836483002,,
,,,,,,340.24713134765625,979750759694336.0,,1.1354039907455444,6,,8.681181907653809,999,2.1116974353790283,0.06731195747852325,,
0.04741954058408737,36.30818176269531,0.08947944641113281,3.8429653644561768,0.023283958435058594,21.08835220336914,623.0570068359375,1028738284257280.0,,0.9091113805770874,6,,15.896889686584473,1049,1.6269999742507935,0.05169941484928131,,
0.06116785481572151,29.643404006958008,0.10033011436462402,3.6529080867767334,0.0274658203125,16.34845542907715,300.3081359863281,1077725808820224.0,,1.2800260782241821,6,,7.66216516494751,1099,2.4393208026885986,0.07864220440387726,,
,,,,,,231.6553192138672,1126713400492032.0,,1.1830095052719116,7,,5.795285701751709,1149,4.4563117027282715,0.08551017940044403,,
0.03923754394054413,31.83130645751953,0.06818866729736328,2.9407336711883545,0.023187637329101562,25.485794067382812,1179.31396484375,1175700857946112.0,,1.1305999755859375,7,,30.08942222595215,1199,7.904433727264404,0.08903196454048157,,
0.04508448764681816,32.16529083251953,0.07344770431518555,2.700568914413452,0.02719712257385254,22.180578231811523,584.3344116210938,1224688449617920.0,,0.9113863706588745,7,,14.908907890319824,1249,4.548698425292969,0.0646878331899643,,
,,,,,,,1273675907072000.0,,0.9412257671356201,8,,,1299,2.9596188068389893,0.0480257123708725,,
0.0428193099796772,33.43201446533203,0.08350348472595215,3.5879995822906494,0.023272991180419922,23.35394859313965,537.3833618164062,1322663498743808.0,,1.1827378273010254,8,,13.710983276367188,1349,3.1327297687530518,0.07179512083530426,,
