batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train_DE_loss,train_direction_loss,train_loss,val_loss
,,,,,,0,49,576533.8125,0.12217621505260468,576533.9375,
0.8362036347389221,51.39936828613281,3.6357228755950928,7.645558834075928,0.47553396224975586,1.1958808898925781,0,99,736392.25,0.1377938836812973,736392.375,
0.5864265561103821,25.763954162597656,0.87949538230896,2.942692518234253,0.2988743782043457,1.7052433490753174,0,149,607990.125,0.14138911664485931,607990.25,
,,,,,,1,199,557199.25,0.08748410642147064,557199.3125,
0.43713265657424927,51.47352600097656,1.1184337139129639,6.038188934326172,0.1852266788482666,2.287635087966919,1,249,634562.75,0.11561691761016846,634562.875,
0.4503909647464752,30.15589714050293,0.8266575336456299,3.0772485733032227,0.26863527297973633,2.2202930450439453,1,299,673111.375,0.12452762573957443,673111.5,
0.33789515495300293,20.913970947265625,0.563511848449707,2.367372751235962,0.23803257942199707,2.9594979286193848,1,349,602760.25,0.08576542884111404,602760.3125,
,,,,,,2,399,523110.375,0.07464004307985306,523110.4375,
0.6393279433250427,40.44192886352539,1.1322712898254395,4.773055553436279,0.23722147941589355,1.5641424655914307,2,449,530544.1875,0.10392362624406815,530544.3125,
0.5597643852233887,30.699434280395508,0.907470703125,3.59692120552063,0.2522909641265869,1.7864660024642944,2,499,554131.9375,0.09448470920324326,554132.0625,
,,,,,,3,549,489486.40625,0.11538320034742355,489486.53125,
0.5256344676017761,58.107059478759766,2.623553991317749,9.542956352233887,0.2749204635620117,1.9024627208709717,3,599,628062.75,0.10484500974416733,628062.875,
0.4799991250038147,32.4803352355957,0.9351608753204346,3.8631880283355713,0.24206972122192383,2.0833370685577393,3,649,351702.90625,0.07248390465974808,351702.96875,
0.41363731026649475,26.359071731567383,0.709845781326294,2.9205453395843506,0.24305248260498047,2.417577028274536,3,699,380032.125,0.07333047688007355,380032.1875,
,,,,,,4,749,483018.46875,0.10472598671913147,483018.5625,
0.5069054365158081,41.41823196411133,1.189056396484375,4.999658107757568,0.23782753944396973,1.9727544784545898,4,799,395919.40625,0.07109972089529037,395919.46875,
0.5460565090179443,28.263715744018555,0.8731021881103516,3.0148568153381348,0.2895998954772949,1.8313122987747192,4,849,514410.125,0.0817437395453453,514410.21875,
0.44348248839378357,31.02615737915039,0.7783012390136719,3.1786868572235107,0.24484992027282715,2.254880428314209,4,899,432346.53125,0.09317582100629807,432346.625,
,,,,,,5,949,459314.5,0.1033211424946785,459314.59375,
0.5189344882965088,39.78483581542969,1.2235684394836426,4.537047863006592,0.269683837890625,1.9270254373550415,5,999,282322.375,0.08537576347589493,282322.46875,
0.5232405662536621,29.08693504333496,0.903491735458374,3.5093142986297607,0.25745534896850586,1.911166787147522,5,1049,471309.375,0.09178302437067032,471309.46875,
,,,,,,6,1099,693136.5,0.11905921250581741,693136.625,
0.5306117534637451,35.75239562988281,1.0499207973480225,3.991724967956543,0.26302433013916016,1.8846170902252197,6,1149,432293.625,0.07751742750406265,432293.6875,
0.5950703024864197,24.143569946289062,0.9503605365753174,3.2073886394500732,0.29630351066589355,1.6804736852645874,6,1199,533478.75,0.10450500249862671,533478.875,
0.46720269322395325,35.15287399291992,0.9140872955322266,3.5749545097351074,0.2556920051574707,2.1403987407684326,6,1249,412104.75,0.10571002215147018,412104.84375,
,,,,,,7,1299,496324.21875,0.1089494377374649,496324.3125,
0.5282569527626038,40.635040283203125,1.0824193954467773,4.472660064697266,0.24200797080993652,1.893018126487732,7,1349,405978.0,0.081773541867733,405978.09375,
0.4582044184207916,27.0023136138916,0.7998108863830566,3.2693684101104736,0.24463772773742676,2.182432174682617,7,1399,468682.96875,0.10502509027719498,468683.0625,
,,,,,,8,1449,414158.125,0.09429077804088593,414158.21875,
0.5065692067146301,43.55820846557617,1.119208812713623,4.708375453948975,0.23770594596862793,1.9740638732910156,8,1499,411925.625,0.07840770483016968,411925.71875,
0.46783196926116943,32.21114730834961,0.9596982002258301,3.7752926349639893,0.25420498847961426,2.137519598007202,8,1549,384524.71875,0.09989310055971146,384524.8125,
0.5162193179130554,38.911319732666016,1.0211834907531738,3.3798515796661377,0.3021385669708252,1.9371610879898071,8,1599,466957.25,0.09450818598270416,466957.34375,
,,,,,,9,1649,484696.46875,0.08448898047208786,484696.5625,
0.5269380807876587,35.701297760009766,0.9869539737701416,3.71709942817688,0.2655172348022461,1.8977562189102173,9,1699,453512.21875,0.09935065358877182,453512.3125,
0.6119288206100464,15.903966903686523,0.8498947620391846,1.9610180854797363,0.4333946704864502,1.6341769695281982,9,1749,471890.375,0.08490239083766937,471890.46875,
0.5346919894218445,32.41529083251953,0.9215376377105713,2.878666877746582,0.3201265335083008,1.870235562324524,9,1799,460422.25,0.09494877606630325,460422.34375,
,,,,,,10,1849,468791.0625,0.0839308500289917,468791.15625,
0.5674234628677368,36.075347900390625,0.990530252456665,3.679887056350708,0.26917409896850586,1.7623522281646729,10,1899,343003.1875,0.0803009495139122,343003.28125,
0.6429237127304077,43.80004119873047,2.380619525909424,5.914955139160156,0.40247464179992676,1.5553944110870361,10,1949,308164.40625,0.08344027400016785,308164.5,
,,,,,,11,1999,459035.625,0.09051334857940674,459035.71875,
,,,,,,11,1999,,,,222441.46875
0.4672655463218689,40.77580261230469,1.226496696472168,4.800144195556641,0.2555124759674072,2.140110731124878,11,2049,396551.1875,0.0767466351389885,396551.25,
