batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,l_cov,l_mean,l_sd,step,train_loss,train_vae_loss,val_loss
,,,,,,0,62.75910186767578,175.15664672851562,175.97366333007812,49,420.5831298828125,6.693699836730957,
0.3713296055793762,84.63875579833984,2.497664451599121,16.459684371948242,0.15174436569213867,2.6930251121520996,0,63.47626495361328,164.36965942382812,161.83352661132812,99,393.3349914550781,3.655550956726074,
0.22451426088809967,19.493854522705078,0.3197312355041504,2.222993850708008,0.1438291072845459,4.454060077667236,0,69.38668823242188,166.56570434570312,164.04359436035156,149,401.7069091796875,1.710927128791809,
,,,,,,1,60.086509704589844,154.2589569091797,161.333740234375,199,376.0464172363281,0.36721742153167725,
0.2904050350189209,56.200923919677734,1.3681600093841553,16.44074821472168,0.08321762084960938,3.4434666633605957,1,58.40515899658203,147.2158203125,161.22616577148438,249,367.14483642578125,0.2977144122123718,
0.23315703868865967,22.377416610717773,0.3933753967285156,2.7400565147399902,0.14356470108032227,4.288954734802246,1,62.864906311035156,146.95046997070312,160.8673095703125,299,371.0498046875,0.3671254515647888,
,,,,,,2,58.00959396362305,142.00584411621094,161.8867950439453,349,362.1338806152344,0.2316422164440155,
0.2764708995819092,28.576919555664062,0.46005940437316895,4.105139255523682,0.11206912994384766,3.6170172691345215,2,59.82390213012695,149.3709716796875,155.23638916015625,399,364.65252685546875,0.22123999893665314,
0.205510213971138,24.848129272460938,0.3547236919403076,2.4548308849334717,0.1445002555847168,4.865938186645508,2,66.01907348632812,144.81039428710938,165.54025268554688,449,376.5215148925781,0.1518028974533081,
,,,,,,3,62.37303161621094,134.03604125976562,161.5869903564453,499,358.1546630859375,0.15859732031822205,
0.2810487449169159,29.78754234313965,0.5393846035003662,6.798927307128906,0.07933378219604492,3.5581016540527344,3,63.38227081298828,133.72190856933594,160.84371948242188,549,358.0845642089844,0.13664624094963074,
