batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train_DE_loss,train_cons_loss,train_direction_loss,train_loss,val_loss
,,,,,,0,49,576533.8125,0.004554010462015867,0.12217622995376587,576533.9375,
0.2287316769361496,110.0417251586914,1.9741888046264648,17.0817928314209,0.11557269096374512,4.37193489074707,0,99,736392.25,0.0061776600778102875,0.1377938836812973,736392.375,
0.20110313594341278,21.860231399536133,0.297809362411499,2.3920562267303467,0.12449932098388672,4.9725728034973145,0,149,609463.4375,0.0066910916939377785,0.14123545587062836,609463.5625,
,,,,,,1,199,558569.875,0.006383336614817381,0.08795967698097229,558569.9375,
0.1740439087152481,35.53557205200195,0.3194255828857422,3.6702754497528076,0.08703041076660156,5.745676517486572,1,249,646169.5,0.006505835335701704,0.11740437895059586,646169.625,
0.20123863220214844,22.019807815551758,0.32056760787963867,2.4066736698150635,0.13319945335388184,4.96922492980957,1,299,657039.25,0.005566322710365057,0.12383980304002762,657039.375,
0.1580379158258438,33.301944732666016,0.3122520446777344,3.62680721282959,0.08609557151794434,6.3275957107543945,1,349,606406.5,0.005192917305976152,0.08603216707706451,606406.5625,
,,,,,,2,399,501298.5625,0.004752814304083586,0.07240555435419083,501298.625,
0.17270022630691528,35.56508255004883,0.32098388671875,3.715038537979126,0.08640122413635254,5.790380001068115,2,449,489870.71875,0.003944865893572569,0.10517195612192154,489870.8125,
0.19458159804344177,22.403060913085938,0.31897473335266113,2.5575344562530518,0.12471961975097656,5.139232158660889,2,499,528162.5,0.003849382745102048,0.09295712411403656,528162.5625,
,,,,,,3,549,475513.5,0.0035306562203913927,0.11321669816970825,475513.625,
0.1789369434118271,33.616275787353516,0.31787633895874023,3.4152257442474365,0.09307622909545898,5.588561058044434,3,599,604526.75,0.004684980493038893,0.10536104440689087,604526.875,
0.20884397625923157,20.79366111755371,0.3256394863128662,2.7620389461517334,0.11789822578430176,4.788263320922852,3,649,364940.75,0.0030299692880362272,0.0738828256726265,364940.8125,
0.1888533979654312,39.17108154296875,0.3650190830230713,4.041553497314453,0.0903165340423584,5.295112609863281,3,699,377241.6875,0.0032193369697779417,0.07334090024232864,377241.75,
,,,,,,4,749,473486.625,0.00431292736902833,0.10554254800081253,473486.71875,
0.17928580939769745,34.07017135620117,0.3338942527770996,3.823838233947754,0.08731913566589355,5.577686309814453,4,799,371213.5625,0.0037542995996773243,0.06760472059249878,371213.625,
0.20515072345733643,26.982051849365234,0.32061266899108887,2.863924264907837,0.11194872856140137,4.874464988708496,4,849,516662.875,0.005401267670094967,0.08233066648244858,516662.96875,
0.19637124240398407,21.91114616394043,0.3057522773742676,2.4113850593566895,0.12679529190063477,5.092395305633545,4,899,425209.5625,0.004011580254882574,0.09506284445524216,425209.65625,
,,,,,,5,949,488907.65625,0.006532775703817606,0.10519448667764664,488907.75,
0.17333048582077026,34.083675384521484,0.34562134742736816,3.918976068496704,0.08819174766540527,5.7693257331848145,5,999,285209.78125,0.002958125900477171,0.08562687784433365,285209.875,
0.2000429332256317,24.91415023803711,0.3178672790527344,3.5099830627441406,0.0905609130859375,4.998927116394043,5,1049,484037.6875,0.005110688041895628,0.09379374980926514,484037.78125,
,,,,,,6,1099,693948.625,0.0052097393199801445,0.11776332557201385,693948.75,
0.17056915163993835,30.877304077148438,0.298520565032959,3.4851224422454834,0.08565568923950195,5.862724781036377,6,1149,453523.21875,0.004781915340572596,0.07859241217374802,453523.3125,
0.1794765740633011,25.362741470336914,0.2894115447998047,2.757308006286621,0.10496163368225098,5.571757793426514,6,1199,538912.9375,0.005063473712652922,0.10545537620782852,538913.0625,
0.19231849908828735,26.204376220703125,0.323885440826416,3.0155274868011475,0.1074059009552002,5.199707508087158,6,1249,420064.96875,0.0038328852970153093,0.10640359669923782,420065.0625,
,,,,,,7,1299,509530.65625,0.004279686138033867,0.11208029836416245,509530.78125,
0.18712079524993896,79.1175308227539,1.3323588371276855,16.82139015197754,0.07920622825622559,5.344141483306885,7,1349,423044.0625,0.004547835793346167,0.08322097361087799,423044.15625,
0.21402715146541595,22.932363510131836,0.3309617042541504,2.539731979370117,0.13031363487243652,4.672304153442383,7,1399,482754.25,0.00420747883617878,0.104999840259552,482754.34375,
,,,,,,8,1449,434565.375,0.0036688584368675947,0.09474211931228638,434565.46875,
0.1729581207036972,37.04426956176758,0.3435556888580322,4.006475448608398,0.08575010299682617,5.7817463874816895,8,1499,428992.875,0.003867343533784151,0.07861389964818954,428992.96875,
0.18341098725795746,25.51018524169922,0.2994980812072754,2.3435475826263428,0.12779688835144043,5.452236175537109,8,1549,388794.0,0.003726231399923563,0.101943738758564,388794.09375,
0.19634170830249786,22.053861618041992,0.3291778564453125,2.6458475589752197,0.12441301345825195,5.093161106109619,8,1599,463483.40625,0.003955999854952097,0.09530343860387802,463483.5,
,,,,,,9,1649,490347.5625,0.003921981435269117,0.08510997146368027,490347.65625,
0.17955271899700165,58.031063079833984,0.9564652442932129,11.191096305847168,0.08546662330627441,5.569395065307617,9,1699,450582.84375,0.0037729244213551283,0.09975437819957733,450582.9375,
0.22379744052886963,28.676088333129883,0.448070764541626,3.3950464725494385,0.13197779655456543,4.468326091766357,9,1749,479381.0,0.004080179613083601,0.08628115057945251,479381.09375,
0.20666316151618958,25.301326751708984,0.3602612018585205,2.6949307918548584,0.133681058883667,4.838791847229004,9,1799,468758.375,0.004598404746502638,0.0951274186372757,468758.46875,
,,,,,,10,1849,481273.75,0.0035946574062108994,0.08356481045484543,481273.84375,
