batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,l_cov,l_mean,l_sd,step,train_DE_loss,train_direction_loss,train_loss,train_vae_loss,val_loss
,,,,,,0,55.05363464355469,170.8096923828125,160.86526489257812,49,0.26553094387054443,0.6227911710739136,391.73974609375,4.122845649719238,
0.5329092144966125,59.855072021484375,1.8946471214294434,7.883257865905762,0.24033808708190918,1.8764922618865967,0,54.1272087097168,153.66343688964844,150.014404296875,99,0.2679327130317688,0.8286418914794922,361.6319885253906,2.730346918106079,
0.3241606652736664,14.182692527770996,0.4311106204986572,1.7307078838348389,0.24909496307373047,3.0848898887634277,0,56.79878616333008,144.46287536621094,151.92835998535156,149,0.24176469445228577,0.39301154017448425,355.71978759765625,1.8950334787368774,
,,,,,,1,62.35881042480469,147.39730834960938,151.5091552734375,199,0.25382328033447266,0.7156615257263184,363.9936218261719,1.7588896751403809,
0.3542875349521637,37.16771697998047,0.705780029296875,7.090857982635498,0.0995337963104248,2.822566270828247,1,59.04425811767578,136.01199340820312,152.98565673828125,249,0.2613805830478668,0.47843581438064575,350.61669921875,1.834951639175415,
0.32043227553367615,33.99760818481445,1.0281906127929688,4.377070903778076,0.23490381240844727,3.120784282684326,1,60.08392333984375,145.48263549804688,154.60545349121094,299,0.2886064052581787,0.5803949236869812,362.6916198730469,1.6506391763687134,
0.25080442428588867,16.06485939025879,0.3435392379760742,1.6831523180007935,0.20410466194152832,3.987170457839966,1,54.31610870361328,162.56068420410156,155.88238525390625,349,0.2605937421321869,0.7887954711914062,375.4234313964844,1.61491060256958,
,,,,,,2,54.55255889892578,130.6669464111328,142.87741088867188,399,0.25990957021713257,0.5091025233268738,330.5073547363281,1.6414334774017334,
0.3515380620956421,44.70394515991211,0.7311458587646484,7.69827938079834,0.09497523307800293,2.844642162322998,2,60.446388244628906,142.78182983398438,154.16043090820312,449,0.2704126834869385,0.3141516149044037,359.53076171875,1.5575547218322754,
0.3209962844848633,16.98097038269043,0.44801974296569824,1.9324909448623657,0.23183536529541016,3.1153006553649902,2,52.703731536865234,132.14990234375,152.07095336914062,499,0.26222047209739685,0.45537319779396057,339.1767578125,1.5345869064331055,
