batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,l_cov,l_mean,l_sd,step,train_loss,val_loss
,,,,,,0,175.1360626220703,1155.00146484375,889.1774291992188,49,2219.31494140625,
0.641663134098053,25.340099334716797,1.6071293354034424,3.3036880493164062,0.4864652156829834,1.5584502220153809,0,172.74282836914062,882.0061645507812,745.9384765625,99,1800.6875,
0.5503652691841125,11.995545387268066,0.7179863452911377,1.5951802730560303,0.45009732246398926,1.8169751167297363,0,181.26766967773438,863.4205322265625,711.0455322265625,149,1755.733642578125,
,,,,,,1,197.82907104492188,854.847412109375,685.7442626953125,199,1738.420654296875,
0.5391519665718079,18.8089542388916,0.7865455150604248,6.78139066696167,0.11598587036132812,1.854764699935913,1,186.69598388671875,699.3516845703125,648.7665405273438,249,1534.814208984375,
0.5937105417251587,9.21014404296875,0.7204406261444092,1.4779990911483765,0.487443208694458,1.684322476387024,1,190.8504180908203,717.6751708984375,648.0006103515625,299,1556.526123046875,
0.5101981163024902,12.158526420593262,0.652287483215332,1.4832574129104614,0.43976688385009766,1.9600228071212769,1,174.55923461914062,809.8057250976562,656.802001953125,349,1641.1669921875,
,,,,,,2,176.53594970703125,758.2220458984375,623.6331787109375,399,1558.39111328125,
0.5750930309295654,24.692216873168945,0.9824445247650146,7.191812038421631,0.13660597801208496,1.73884916305542,2,193.3886260986328,763.7041625976562,652.0914916992188,449,1609.184326171875,
0.5478550791740417,19.272438049316406,1.2082788944244385,2.5591094493865967,0.47214818000793457,1.8253002166748047,2,167.27139282226562,682.040771484375,636.0792846679688,499,1485.3914794921875,
0.5134212970733643,11.90031623840332,0.6526892185211182,1.4624934196472168,0.4462852478027344,1.9477181434631348,2,207.10133361816406,739.4078369140625,639.1442260742188,549,1585.6533203125,
,,,,,,3,196.8056640625,674.6787109375,604.478271484375,599,1475.962646484375,
0.573897123336792,24.455434799194336,1.073974609375,9.449538230895996,0.11365365982055664,1.7424726486206055,3,174.0217742919922,622.4896240234375,596.1179809570312,649,1392.62939453125,
0.5959856510162354,16.2409610748291,1.0968773365020752,2.371875524520874,0.4624514579772949,1.677892804145813,3,175.19094848632812,632.5634765625,583.347412109375,699,1391.1019287109375,
0.5285074710845947,15.072522163391113,0.7159631252288818,1.6355512142181396,0.43775033950805664,1.8921208381652832,3,181.23748779296875,674.8697509765625,595.84423828125,749,1451.951416015625,
,,,,,,4,196.3950653076172,635.83544921875,603.0491333007812,799,1435.2796630859375,
0.5793033838272095,29.277143478393555,1.3996899127960205,12.45346450805664,0.11239361763000488,1.7262111902236938,4,173.35142517089844,575.0966796875,562.90234375,849,1311.3504638671875,
0.5271425247192383,7.935349464416504,0.6829676628112793,1.4923410415649414,0.45764851570129395,1.8970201015472412,4,205.73809814453125,721.143798828125,588.6614379882812,899,1515.543212890625,
,,,,,,5,196.2025146484375,680.55029296875,571.6678466796875,949,1448.420654296875,
0.5436092615127563,24.343259811401367,1.344834327697754,11.966184616088867,0.11238622665405273,1.8395564556121826,5,177.12905883789062,751.467041015625,582.487548828125,999,1511.0836181640625,
0.5850399732589722,10.389534950256348,0.6962573528289795,1.5082440376281738,0.46163439750671387,1.709285020828247,5,175.54635620117188,592.8645629882812,571.182861328125,1049,1339.59375,
0.5234054327011108,27.08342933654785,1.3665218353271484,3.138014078140259,0.4354734420776367,1.9105647802352905,5,176.68646240234375,569.593017578125,560.8360595703125,1099,1307.115478515625,
,,,,,,6,179.2681427001953,647.6614379882812,554.40478515625,1149,1381.3343505859375,
0.5165840983390808,19.92177963256836,1.0226190090179443,7.726475238800049,0.13235259056091309,1.935793161392212,6,197.7447967529297,570.4075927734375,558.5072631835938,1199,1326.65966796875,
0.5376827716827393,13.227273941040039,0.7796967029571533,1.7117582559585571,0.45549464225769043,1.8598326444625854,6,208.88677978515625,731.02978515625,574.3001708984375,1249,1514.2166748046875,
0.498523086309433,9.443981170654297,0.5981340408325195,1.3539743423461914,0.44176173210144043,2.005925178527832,6,172.5251922607422,506.5131530761719,542.3950805664062,1299,1221.433349609375,
,,,,,,7,185.45895385742188,696.80859375,557.615966796875,1349,1439.8834228515625,
0.5394418239593506,18.919342041015625,0.8645563125610352,8.875092506408691,0.09741377830505371,1.8537681102752686,7,195.474365234375,600.3304443359375,558.441650390625,1399,1354.246337890625,
0.5429055094718933,21.6983585357666,1.262463092803955,2.837646722793579,0.4448978900909424,1.841941237449646,7,175.6018829345703,628.7485961914062,547.687744140625,1449,1352.0382080078125,
0.48508450388908386,6.821935176849365,0.5889637470245361,1.3333266973495483,0.4417250156402588,2.0614964962005615,7,196.1644744873047,642.68212890625,560.30078125,1499,1399.1473388671875,
,,,,,,8,175.88198852539062,780.0252685546875,558.7447509765625,1549,1514.652099609375,
0.5311242938041687,19.206018447875977,0.9587841033935547,8.204341888427734,0.11686301231384277,1.882798433303833,8,185.10531616210938,605.2305297851562,541.6231079101562,1599,1331.958984375,
0.5311230421066284,10.9442777633667,0.6956958770751953,1.5354031324386597,0.45310306549072266,1.8828028440475464,8,183.47946166992188,504.0705261230469,534.839111328125,1649,1222.38916015625,
0.5139307975769043,12.39572811126709,0.8169071674346924,1.8191707134246826,0.4490547180175781,1.9457874298095703,8,185.4722900390625,554.7798461914062,538.7614135742188,1699,1279.013671875,
,,,,,,9,176.93980407714844,652.44384765625,533.3323364257812,1749,1362.716064453125,
