batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,l_cov,l_sd,step,train_loss,val_loss
,,,,,,0,174.02093505859375,732.3245239257812,49,906.345458984375,
0.6714558601379395,27.93121337890625,1.8079614639282227,3.6688594818115234,0.4927856922149658,1.4893012046813965,0,172.01876831054688,654.8269653320312,99,826.845703125,
0.589781641960144,18.137813568115234,1.0410566329956055,2.2412312030792236,0.46450209617614746,1.695542812347412,0,180.57615661621094,630.8668823242188,149,811.4429931640625,
,,,,,,1,196.86026000976562,665.333740234375,199,862.194091796875,
0.5428834557533264,18.87005615234375,0.8105823993682861,7.359415054321289,0.11014223098754883,1.8420158624649048,1,185.5172119140625,634.6049194335938,249,820.1221923828125,
0.6132941246032715,12.998482704162598,0.9121518135070801,1.924378752708435,0.4739980697631836,1.630539059638977,1,189.5565643310547,631.5523681640625,299,821.1089477539062,
0.540247917175293,16.906557083129883,0.8843493461608887,1.9953585863113403,0.4432032108306885,1.8510020971298218,1,173.48402404785156,624.4376831054688,349,797.9216918945312,
,,,,,,2,175.22373962402344,584.5932006835938,399,759.81689453125,
0.5773009061813354,28.61807632446289,1.0464730262756348,9.423954963684082,0.11104393005371094,1.73219895362854,2,191.9637908935547,612.759521484375,449,804.7232666015625,
0.5889439582824707,41.13590621948242,2.254796028137207,4.693609714508057,0.48039698600769043,1.6979544162750244,2,165.74131774902344,586.6646118164062,499,752.4058837890625,
0.5252161026000977,11.384634971618652,0.6612114906311035,1.45223069190979,0.4553074836730957,1.9039781093597412,2,205.764404296875,596.7362060546875,549,802.5006103515625,
,,,,,,3,195.51321411132812,572.7362670898438,599,768.24951171875,
0.5618903040885925,23.84410858154297,1.032942533493042,10.901200294494629,0.09475493431091309,1.7797067165374756,3,172.5019073486328,565.442626953125,649,737.944580078125,
0.6055857539176941,12.120664596557617,0.78369140625,1.6625351905822754,0.47138333320617676,1.6512937545776367,3,173.77545166015625,567.2728881835938,699,741.04833984375,
0.5287051200866699,17.715700149536133,0.9662685394287109,2.212697982788086,0.436692476272583,1.8914134502410889,3,179.47799682617188,576.67626953125,749,756.154296875,
,,,,,,4,194.27923583984375,590.5635986328125,799,784.8428955078125,
0.5914976596832275,33.75566482543945,1.6465651988983154,21.691877365112305,0.07590699195861816,1.6906237602233887,4,171.18734741210938,560.086669921875,849,731.2739868164062,
0.5472012758255005,8.418195724487305,0.6545910835266113,1.3674800395965576,0.4786841869354248,1.8274811506271362,4,203.44338989257812,568.552978515625,899,771.9963989257812,
,,,,,,5,193.31883239746094,555.0604248046875,949,748.3792724609375,
0.531716525554657,18.438444137573242,0.789196252822876,7.4917426109313965,0.10534214973449707,1.8807014226913452,5,173.48696899414062,559.5239868164062,999,733.0109252929688,
0.6079073548316956,12.056788444519043,0.8583617210388184,1.7674915790557861,0.4856383800506592,1.6449874639511108,5,172.34494018554688,568.4055786132812,1049,740.75048828125,
0.5354166030883789,20.258071899414062,1.1210734844207764,2.5674781799316406,0.4366438388824463,1.8677043914794922,5,172.1695556640625,550.3350830078125,1099,722.504638671875,
,,,,,,6,176.2041473388672,563.2509765625,1149,739.4551391601562,
0.57338947057724,27.45415496826172,1.1843311786651611,12.450891494750977,0.09512019157409668,1.7440153360366821,6,194.85055541992188,569.7376708984375,1199,764.5881958007812,
0.5291367769241333,7.925302028656006,0.6085553169250488,1.373579978942871,0.44304323196411133,1.889870524406433,6,205.0385284423828,577.1754150390625,1249,782.2139282226562,
0.5273858904838562,12.7764310836792,0.7593004703521729,1.6828058958053589,0.45121097564697266,1.8961447477340698,6,169.08609008789062,549.6561889648438,1299,718.7423095703125,
,,,,,,7,182.80874633789062,544.0997314453125,1349,726.908447265625,
0.5234714150428772,16.27141571044922,0.6988041400909424,7.012927532196045,0.09964513778686523,1.910323977470398,7,192.24098205566406,557.6846923828125,1399,749.92578125,
0.6054334044456482,26.185577392578125,1.6202166080474854,3.3445467948913574,0.4844353199005127,1.6517091989517212,7,172.58782958984375,535.9259643554688,1449,708.5137939453125,
0.5208795666694641,12.566239356994629,0.7455039024353027,1.6681275367736816,0.4469106197357178,1.9198296070098877,7,193.51803588867188,546.9292602539062,1499,740.447265625,
,,,,,,8,172.9886474609375,531.152587890625,1549,704.1412353515625,
0.5361067652702332,18.444564819335938,0.7760891914367676,6.926846981048584,0.11204075813293457,1.865300178527832,8,182.559814453125,540.2679443359375,1599,722.8278198242188,
0.5804100632667542,16.246248245239258,0.9198873043060303,2.075753927230835,0.4431581497192383,1.7229197025299072,8,180.87582397460938,536.823974609375,1649,717.6998291015625,
0.5140072107315063,13.106062889099121,0.8590354919433594,1.9094784259796143,0.44987964630126953,1.9454978704452515,8,182.60592651367188,538.0827026367188,1699,720.6885986328125,
,,,,,,9,174.3582000732422,525.8379516601562,1749,700.1961669921875,
0.5263172388076782,19.042617797851562,1.1696722507476807,10.021081924438477,0.11672115325927734,1.8999947309494019,9,166.20005798339844,535.7047729492188,1799,701.9049072265625,
0.6421704292297363,17.56435203552246,0.9790182113647461,2.0472497940063477,0.4782114028930664,1.5572189092636108,9,184.97474670410156,534.8414306640625,1849,719.816162109375,
,,,,,,10,186.6441650390625,536.1718139648438,1899,722.8159790039062,
0.5174252390861511,16.68108367919922,0.7021055221557617,7.235346794128418,0.09703826904296875,1.93264639377594,10,183.87677001953125,535.4041748046875,1949,719.2808837890625,
0.5734284520149231,19.61830711364746,1.0129821300506592,2.256108283996582,0.44899535179138184,1.7438966035842896,10,184.1279296875,523.724853515625,1999,707.852783203125,
