batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,cell_sets_per_sec,cumulative_flops,cumulative_flops_val_sync,decoder_loss,epoch,flops_per_batch,mfu (%),step,train/gradient_norm,train_loss,val/decoder_loss,val_loss
,,,,,,378.86663818359375,48987537145856.0,,2.259983777999878,0,979750748160.0,9.666532516479492,49,3.9020767211914062,0.9014938473701477,,
0.08258923888206482,239.96141052246094,1.4781060218811035,54.510833740234375,0.027115821838378906,12.108115196228027,448.0862121582031,97975074291712.0,,1.2445924282073975,0,979750748160.0,11.432624816894531,99,4.167610168457031,0.4877851605415344,,
0.0696646049618721,26.78203773498535,0.10653209686279297,3.9555251598358154,0.026932477951049805,14.354491233825684,318.1386413574219,146962607243264.0,,1.760581374168396,0,979750748160.0,8.117097854614258,149,8.310524940490723,0.4470347464084625,,
,,,,,,535.2018432617188,195950148583424.0,,1.233331561088562,1,,13.655323028564453,199,4.340162754058838,0.3788975477218628,,
0.04559175670146942,33.489341735839844,0.07831144332885742,2.97296404838562,0.02634119987487793,21.93379020690918,253.8831787109375,244937689923584.0,,1.201353907585144,1,,6.477662086486816,249,3.944305658340454,0.2015189826488495,,
0.05481834337115288,27.944259643554688,0.08591866493225098,3.1488125324249268,0.027286052703857422,18.242069244384766,355.6468505859375,293925214486528.0,,1.1066807508468628,1,,9.074095726013184,299,3.7518668174743652,0.15649747848510742,,
,,,,,,394.68035888671875,342912772603904.0,,1.397273063659668,2,,10.0700101852417,349,2.770143747329712,0.14625391364097595,,
0.04565967246890068,35.516754150390625,0.08455085754394531,3.66408371925354,0.023075580596923828,21.901165008544922,570.7225341796875,391900297166848.0,,1.0806909799575806,2,,14.561610221862793,399,3.3402907848358154,0.10650625824928284,,
0.06174866110086441,33.18502426147461,0.10581064224243164,4.082289218902588,0.025919437408447266,16.194683074951172,634.0234985351562,440887821729792.0,,0.9562827348709106,2,,16.17669105529785,449,2.441603660583496,0.08955943584442139,,
,,,,,,243.85418701171875,489875379847168.0,,1.0068345069885254,3,,5.695880889892578,499,1.9799472093582153,0.12815794348716736,,
0.04992092773318291,44.058494567871094,0.09441614151000977,4.092280864715576,0.023071765899658203,20.031679153442383,605.9754028320312,538862904410112.0,,1.3220477104187012,3,,15.461063385009766,549,10.32555866241455,0.28131431341171265,,
0.06418406963348389,34.31300354003906,0.09865331649780273,3.6517693996429443,0.027015209197998047,15.58018970489502,357.9448547363281,587850428973056.0,,1.0753376483917236,3,,9.13272762298584,599,3.3171210289001465,0.17755791544914246,,
0.06772208958864212,142.7785186767578,0.7293729782104492,26.86111068725586,0.027153491973876953,14.766230583190918,565.9248046875,636837953536000.0,,0.9980678558349609,3,,14.439199447631836,649,2.399256944656372,0.12997649610042572,,
,,,,,,553.3487548828125,685825545207808.0,,1.1276246309280396,4,,14.118330001831055,699,10.858914375305176,0.11574606597423553,,
0.047465138137340546,31.80715560913086,0.08505034446716309,3.7105722427368164,0.022921085357666016,21.06809425354004,704.4996948242188,734813069770752.0,,1.0957841873168945,4,,17.9748477935791,749,2.5730788707733154,0.08904331922531128,,
0.05551471561193466,29.282901763916016,0.09179878234863281,3.050869941711426,0.030089378356933594,18.013240814208984,825.813232421875,783800594333696.0,,0.8866565227508545,4,,21.07008171081543,799,2.296342611312866,0.09043678641319275,,
,,,,,,500.57745361328125,832788118896640.0,,1.1549217700958252,5,,12.771903991699219,849,2.7623116970062256,0.07040850818157196,,
0.04589910805225372,32.910884857177734,0.07474589347839355,3.250393867492676,0.022995948791503906,21.786916732788086,500.4888610839844,881775643459584.0,,1.3466050624847412,5,,12.769644737243652,899,2.751098871231079,0.08388660848140717,,
0.058172859251499176,25.934232711791992,0.09037494659423828,2.757802724838257,0.032770633697509766,17.190147399902344,395.19635009765625,930763235131392.0,,1.1668870449066162,5,,10.083174705505371,949,12.329712867736816,0.13100466132164001,,
,,,,,,298.733154296875,979750759694336.0,,1.0304608345031738,6,,7.621979713439941,999,3.5561017990112305,0.07843262702226639,,
0.038414303213357925,33.79362106323242,0.07162237167358398,3.0687806606292725,0.023339033126831055,26.03196907043457,615.3973388671875,1028738284257280.0,,1.0971028804779053,6,,15.701457977294922,1049,2.9840199947357178,0.07033230364322662,,
0.0631789118051529,95.90702056884766,0.471935510635376,17.72707748413086,0.026622295379638672,15.8280668258667,553.0370483398438,1077725808820224.0,,1.2310950756072998,6,,14.110377311706543,1099,1.4169156551361084,0.07069400697946548,,
,,,,,,,1126713400492032.0,,0.8717615604400635,7,,,1149,2.117997169494629,0.119031623005867,,
0.038418203592300415,39.30653762817383,0.08821892738342285,3.799839735031128,0.02321648597717285,26.029329299926758,553.9312133789062,1175700857946112.0,,1.056442379951477,7,,14.133191108703613,1199,5.612529277801514,0.07232532650232315,,
0.04411957785487175,38.06548309326172,0.08958578109741211,3.401221990585327,0.026339292526245117,22.665674209594727,996.5764770507812,1224688449617920.0,,1.045675277709961,7,,25.42699432373047,1249,1.8461312055587769,0.06030167639255524,,
0.04595232382416725,37.342044830322266,0.09372401237487793,3.578221559524536,0.026192903518676758,21.76168441772461,561.2556762695312,1273675907072000.0,,0.904837965965271,7,,14.320069313049316,1299,2.990302801132202,0.0585956797003746,,
,,,,,,400.0914306640625,1322663498743808.0,,0.9700196981430054,8,,10.208069801330566,1349,2.3420276641845703,0.054623253643512726,,
