batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,step,train/vae_loss,train_main_loss,val_main_loss
,,,,,,0,49,0.3265317380428314,10.038725852966309,
0.5300101041793823,123.11007690429688,4.7727556228637695,21.4368896484375,0.222642183303833,1.886756420135498,0,99,0.3006543219089508,6.158524990081787,
0.3427453637123108,30.7996826171875,0.7146012783050537,3.302607536315918,0.21637487411499023,2.9176180362701416,0,149,0.12499704957008362,4.430199146270752,
,,,,,,1,199,0.11713599413633347,3.3157260417938232,
0.444211483001709,61.55801010131836,1.4286773204803467,10.40627384185791,0.13729000091552734,2.2511799335479736,1,249,0.09706684201955795,2.0692315101623535,
0.2697082459926605,40.82293701171875,0.6959009170532227,5.0950117111206055,0.13658475875854492,3.707710027694702,1,299,0.08117970824241638,1.968682885169983,
0.28923895955085754,53.50182342529297,0.8358330726623535,6.059441089630127,0.1379389762878418,3.4573490619659424,1,349,0.10128141939640045,2.325915813446045,
,,,,,,2,399,0.06097937747836113,1.7271449565887451,
0.4129600524902344,49.05226135253906,0.9478259086608887,4.515137195587158,0.20992183685302734,2.421541690826416,2,449,0.06048758327960968,1.7645611763000488,
0.5295147895812988,46.01443099975586,1.3485980033874512,6.024580001831055,0.22384929656982422,1.888521432876587,2,499,0.04999486356973648,1.3784822225570679,
,,,,,,3,549,0.0383976548910141,1.3051515817642212,
0.305368572473526,46.83552932739258,0.8349061012268066,5.694852352142334,0.1466071605682373,3.274731397628784,3,599,0.03684863820672035,1.111656665802002,
0.28255167603492737,27.8148136138916,0.5164127349853516,3.051875114440918,0.16921162605285645,3.539175510406494,3,649,0.04587734863162041,1.572413682937622,
0.23905371129512787,27.67030143737793,0.5542340278625488,3.940979242324829,0.14063358306884766,4.183160305023193,3,699,0.036368489265441895,1.3264195919036865,
,,,,,,4,749,0.038493018597364426,1.3074424266815186,
0.2675899863243103,60.309383392333984,1.380279541015625,9.936362266540527,0.13891196250915527,3.737060785293579,4,799,0.030050016939640045,0.8826465606689453,
0.2280256599187851,25.940587997436523,0.442105770111084,3.364741802215576,0.1313936710357666,4.385471343994141,4,849,0.026003196835517883,0.9640706777572632,
0.22623726725578308,30.69034767150879,0.482985258102417,3.350867509841919,0.14413738250732422,4.420138359069824,4,899,0.025862913578748703,1.053712248802185,
,,,,,,5,949,0.025845739990472794,0.9797163009643555,
0.34541481733322144,53.20096969604492,0.9165487289428711,5.933562755584717,0.15446853637695312,2.8950698375701904,5,999,0.028035074472427368,1.2388339042663574,
0.5216600298881531,32.2473258972168,0.8474855422973633,4.042538166046143,0.2096419334411621,1.9169572591781616,5,1049,0.023869164288043976,0.9301499128341675,
,,,,,,6,1099,0.037328753620386124,1.3020209074020386,
0.3603726923465729,61.5145263671875,2.046254873275757,9.146905899047852,0.2237100601196289,2.77490496635437,6,1149,0.020685363560914993,0.9816396236419678,
0.6595993638038635,34.766048431396484,1.1759440898895264,4.438397407531738,0.26494789123535156,1.5160717964172363,6,1199,0.018740028142929077,0.78656005859375,
0.3285227417945862,44.01498794555664,0.7100780010223389,3.524766206741333,0.20145392417907715,3.0439293384552,6,1249,0.025716448202729225,1.1173770427703857,
,,,,,,7,1299,0.02788391336798668,1.0414891242980957,
0.2824728488922119,52.97748565673828,0.8994953632354736,5.89410400390625,0.15260934829711914,3.540163040161133,7,1349,0.03995504975318909,0.9052945375442505,
0.45572629570961,94.72403717041016,3.3885679244995117,20.421754837036133,0.16592931747436523,2.1942994594573975,7,1399,0.027730461210012436,0.8983278274536133,
0.5606533885002136,35.40127944946289,1.061755657196045,4.291278839111328,0.2474217414855957,1.7836331129074097,7,1449,0.03538906201720238,1.2921793460845947,
,,,,,,8,1499,0.021341992542147636,0.852912962436676,
0.4288060963153839,44.04234313964844,1.4854183197021484,7.401352882385254,0.20069551467895508,2.3320565223693848,8,1549,0.02460828796029091,1.0358772277832031,
0.3055085241794586,25.36728286743164,0.4655773639678955,2.554497718811035,0.18225789070129395,3.273231029510498,8,1599,0.0239599347114563,0.7492945194244385,
,,,,,,9,1649,0.020510835573077202,0.9737066030502319,
0.3056873083114624,39.73886489868164,1.0048902034759521,4.68977689743042,0.21427249908447266,3.2713167667388916,9,1699,0.02313496731221676,1.2130942344665527,
0.3285643756389618,44.29324722290039,0.9077157974243164,4.458659648895264,0.20358490943908691,3.043543577194214,9,1749,0.024206899106502533,0.8176827430725098,
0.2554953694343567,30.374706268310547,0.5798699855804443,2.964602470397949,0.19559788703918457,3.9139649868011475,9,1799,0.02229269966483116,1.1639518737792969,
,,,,,,10,1849,0.02268996089696884,0.969298779964447,
0.41741040349006653,51.5419921875,1.0884971618652344,5.473444938659668,0.1988687515258789,2.395723581314087,10,1899,0.02097638137638569,0.9202693104743958,
0.35257479548454285,35.82451629638672,0.6807031631469727,3.333869695663452,0.2041780948638916,2.836277723312378,10,1949,0.025341544300317764,1.0383656024932861,
0.35600003600120544,45.8259162902832,0.8771317005157471,5.073163986206055,0.1728963851928711,2.808988571166992,10,1999,0.02476288378238678,1.3173540830612183,
,,,,,,10,1999,,,0.7235697507858276
