batch_time_avg,batch_time_cv_percent,batch_time_max,batch_time_max_min_ratio,batch_time_min,batches_per_second,epoch,l_sd,step,train_loss,val_loss
,,,,,,0,725.785400390625,49,725.785400390625,
0.1825384944677353,46.11878204345703,0.568565845489502,5.873854637145996,0.09679603576660156,5.478296279907227,0,671.299560546875,99,671.299560546875,
0.13980676233768463,38.85960006713867,0.35467052459716797,4.952578067779541,0.07161331176757812,7.152729511260986,0,616.0374755859375,149,616.0374755859375,
,,,,,,1,625.846923828125,199,625.846923828125,
0.11395889520645142,93.25945281982422,1.0238099098205566,15.828124046325684,0.0646829605102539,8.775094032287598,1,601.201904296875,249,601.201904296875,
0.10777612775564194,26.16904067993164,0.18672776222229004,2.6321215629577637,0.07094192504882812,9.27849292755127,1,608.5945434570312,299,608.5945434570312,
0.1585991233587265,48.861839294433594,0.4609074592590332,6.1163225173950195,0.07535696029663086,6.305205345153809,1,590.7190551757812,349,590.7190551757812,
,,,,,,2,570.5680541992188,399,570.5680541992188,
0.12184129655361176,37.4681510925293,0.3548564910888672,5.5593671798706055,0.06383037567138672,8.207398414611816,2,590.3048095703125,449,590.3048095703125,
0.12631700932979584,26.022262573242188,0.2039015293121338,2.562809705734253,0.07956171035766602,7.916590213775635,2,589.1578369140625,499,589.1578369140625,
,,,,,,3,568.1469116210938,549,568.1469116210938,
0.12756457924842834,60.77202606201172,0.6259918212890625,10.66662311553955,0.05868697166442871,7.839166641235352,3,586.1822509765625,599,586.1822509765625,
0.15752649307250977,27.801542282104492,0.2559497356414795,2.587576150894165,0.09891486167907715,6.348138332366943,3,574.72314453125,649,574.72314453125,
0.12452312558889389,27.874269485473633,0.22493457794189453,2.902029514312744,0.07750940322875977,8.03063678741455,3,568.3076171875,699,568.3076171875,
,,,,,,4,548.7412109375,749,548.7412109375,
0.1329212486743927,71.3719711303711,0.8385252952575684,12.416260719299316,0.0675344467163086,7.523251533508301,4,529.9739990234375,799,529.9739990234375,
0.10381019860506058,18.95284652709961,0.18586468696594238,2.5729246139526367,0.07223868370056152,9.632965087890625,4,576.5805053710938,849,576.5805053710938,
0.12445896118879318,30.162803649902344,0.2278294563293457,3.282717704772949,0.06940269470214844,8.03477668762207,4,545.8245849609375,899,545.8245849609375,
,,,,,,5,598.014404296875,949,598.014404296875,
0.1579824537038803,44.43682861328125,0.4142427444458008,6.0543317794799805,0.0684208869934082,6.329816818237305,5,549.803955078125,999,549.803955078125,
0.14827749133110046,33.81976318359375,0.3175387382507324,3.52468204498291,0.09009003639221191,6.744112014770508,5,564.396240234375,1049,564.396240234375,
,,,,,,6,527.756103515625,1099,527.756103515625,
0.11153193563222885,37.15637969970703,0.2212672233581543,3.696059226989746,0.059865713119506836,8.966041564941406,6,535.277587890625,1149,535.277587890625,
0.15936973690986633,28.499818801879883,0.3092060089111328,3.0556585788726807,0.10119128227233887,6.274716854095459,6,585.7548217773438,1199,585.7548217773438,
0.15920299291610718,66.04795837402344,0.8358995914459229,9.40869140625,0.08884334564208984,6.2812886238098145,6,554.8439331054688,1249,554.8439331054688,
,,,,,,7,551.1671142578125,1299,551.1671142578125,
0.11801888048648834,35.43661880493164,0.28896236419677734,4.302420139312744,0.06716275215148926,8.473219871520996,7,543.6226806640625,1349,543.6226806640625,
0.11709321290254593,29.39862060546875,0.1906416416168213,2.8406200408935547,0.06711268424987793,8.540204048156738,7,545.6837768554688,1399,545.6837768554688,
,,,,,,8,541.1875,1449,541.1875,
0.1359182745218277,38.99711227416992,0.29494166374206543,4.400522708892822,0.06702423095703125,7.357362270355225,8,518.5684204101562,1499,518.5684204101562,
0.13738031685352325,33.40373611450195,0.28653788566589355,3.2827653884887695,0.08728551864624023,7.279062747955322,8,532.4210205078125,1549,532.4210205078125,
0.11866455525159836,34.650150299072266,0.21744203567504883,3.0473737716674805,0.07135391235351562,8.427116394042969,8,527.4144287109375,1599,527.4144287109375,
,,,,,,9,525.9140625,1649,525.9140625,
0.1039222702383995,38.0372428894043,0.24828863143920898,3.844045400619507,0.0645904541015625,9.622576713562012,9,558.0313720703125,1699,558.0313720703125,
0.16921597719192505,47.79266357421875,0.5987288951873779,6.633255481719971,0.09026169776916504,5.909607410430908,9,549.9219970703125,1749,549.9219970703125,
0.12743626534938812,25.10618782043457,0.18483924865722656,2.5196118354797363,0.07336020469665527,7.847060203552246,9,545.719970703125,1799,545.719970703125,
,,,,,,10,521.1929931640625,1849,521.1929931640625,
0.1236586943268776,39.33007049560547,0.31926918029785156,4.950945854187012,0.06448650360107422,8.086774826049805,10,514.96435546875,1899,514.96435546875,
0.12978145480155945,26.086355209350586,0.20481538772583008,2.7325727939605713,0.07495331764221191,7.70526123046875,10,528.668212890625,1949,528.668212890625,
,,,,,,11,539.22998046875,1999,539.22998046875,
,,,,,,11,,1999,,487.40374755859375
0.14626732468605042,35.097347259521484,0.2721984386444092,3.664043664932251,0.07428908348083496,6.83679723739624,11,513.283203125,2049,513.283203125,
0.15192700922489166,29.446617126464844,0.293212890625,2.9439728260040283,0.09959769248962402,6.582108497619629,11,510.9465637207031,2099,510.9465637207031,
0.12041277438402176,30.93893814086914,0.20568513870239258,3.020975351333618,0.0680856704711914,8.304766654968262,11,536.3455810546875,2149,536.3455810546875,
,,,,,,12,526.9507446289062,2199,526.9507446289062,
0.11251235753297806,35.96040344238281,0.23526763916015625,3.3566250801086426,0.07009053230285645,8.88791275024414,12,523.3375854492188,2249,523.3375854492188,
